T00552;27/09/2024;05:21:38
T01196;27/09/2024;05:26:46
T00539;27/09/2024;10:11:50
T00721;27/09/2024;14:31:48
T01196;28/09/2024;05:29:19
T00552;28/09/2024;06:30:29
