sName,sJobNo,sCard,Date,Time,IN/OUT,ReadID,EventMainCode,EventSubCode,AttendanceStatus,SerialNo
'T00532,62,'NULL,2024-01-22,06:46:53,'IN,1,5, 38,checkIn,407548
'T00881,115,'NULL,2024-01-22,06:46:56,'IN,1,5, 38,checkIn,407549
'T00894,29,'NULL,2024-01-22,06:47:22,'IN,1,5, 38,checkIn,407553
'T01120,1120,'NULL,2024-01-22,06:48:00,'IN,1,5, 38,checkIn,407556
'T00808,63,'NULL,2024-01-22,06:48:57,'IN,1,5, 38,checkIn,407559
'T00931,187,'NULL,2024-01-22,06:49:19,'IN,1,5, 38,checkIn,407562
'T00802,159,'NULL,2024-01-22,06:49:21,'IN,1,5, 38,checkIn,407563
'T00722,72,'NULL,2024-01-22,06:49:23,'IN,1,5, 38,checkIn,407564
'T00787,138,'NULL,2024-01-22,06:50:40,'IN,1,5, 38,checkIn,407567
'T00534,137,'NULL,2024-01-22,06:50:43,'IN,1,5, 38,checkIn,407568
'T01153,1153,'NULL,2024-01-22,06:51:52,'IN,1,5, 38,checkIn,407572
'T01125,1125,'NULL,2024-01-22,06:55:02,'IN,1,5, 38,checkIn,407575
'T00777,38,'NULL,2024-01-22,06:59:05,'IN,1,5, 38,checkIn,407578
'T01046,266,'NULL,2024-01-22,06:59:33,'IN,1,5, 38,checkIn,407581
'T00075,36,'NULL,2024-01-22,07:10:55,'IN,1,5, 38,checkIn,407585
'T01233,1119,'NULL,2024-01-22,07:23:13,'IN,1,5, 38,checkIn,407588
' T01057,270,'NULL,2024-01-22,07:28:19,'IN,1,5, 38,checkIn,407591
'T01018,238,'NULL,2024-01-22,07:29:44,'IN,1,5, 38,checkIn,407594
'T00497,44,'NULL,2024-01-22,07:30:03,'IN,1,5, 38,checkIn,407597
'T01135,1135,'NULL,2024-01-22,07:36:34,'IN,1,5, 38,checkIn,407600
'T00054,160,'NULL,2024-01-22,07:38:13,'IN,1,5, 38,checkIn,407603
'T00486,102,'NULL,2024-01-22,07:50:43,'IN,1,5, 38,checkIn,407606
'T01091,11111113,'NULL,2024-01-22,07:50:53,'IN,1,5, 38,checkIn,407609
'T01092,1092,'NULL,2024-01-22,07:57:29,'IN,1,5, 38,checkIn,407613
'T00222,129,'NULL,2024-01-22,07:57:42,'IN,1,5, 38,checkIn,407616
'T01093,1093,'NULL,2024-01-22,08:02:16,'IN,1,5, 38,checkIn,407619
'T00727,42,'NULL,2024-01-22,08:02:24,'IN,1,5, 38,checkIn,407622
'T00729,101,'NULL,2024-01-22,08:07:48,'IN,1,5, 38,checkIn,407625
'T00252,40,'NULL,2024-01-22,08:15:39,'IN,1,5, 38,checkIn,407628
'T00968,968,'NULL,2024-01-22,08:30:01,'IN,1,5, 38,checkIn,407633
'T00968,968,'NULL,2024-01-22,08:30:02,'IN,1,5, 38,checkIn,407634
'T00147,37,'NULL,2024-01-22,08:41:03,'IN,1,5, 38,checkIn,407639
'T00884,79,'NULL,2024-01-22,08:58:20,'IN,1,5, 38,checkIn,407643
'T00779,112,'NULL,2024-01-22,10:10:01,'IN,1,5, 38,checkIn,407646
'T00861,106,'NULL,2024-01-22,12:01:00,'IN,1,5, 38,checkIn,407650
'T00888,80,'NULL,2024-01-22,14:29:07,'IN,1,5, 38,checkIn,407653
'T00674,162,'NULL,2024-01-22,14:31:21,'IN,1,5, 38,checkIn,407656
'T00895,23,'NULL,2024-01-22,14:33:50,'IN,1,5, 38,checkIn,407659
'T00897,11,'NULL,2024-01-22,14:43:09,'IN,1,5, 38,checkIn,407662
'T01083,291,'NULL,2024-01-22,15:00:55,'IN,1,5, 38,checkIn,407671
'T01152,1152,'NULL,2024-01-22,15:01:20,'IN,1,5, 38,checkIn,407676
'T00590,66,'NULL,2024-01-22,15:05:24,'IN,1,5, 38,checkIn,407680
'T01128,1128,'NULL,2024-01-22,15:07:02,'IN,1,5, 38,checkIn,407683
'T01154,1154,'NULL,2024-01-22,15:07:28,'IN,1,5, 38,checkIn,407686
'T00647,64,'NULL,2024-01-22,15:09:18,'IN,1,5, 38,checkIn,407689
'T01074,294,'NULL,2024-01-22,15:09:22,'IN,1,5, 38,checkIn,407690
'T00927,165,'NULL,2024-01-22,15:09:28,'IN,1,5, 38,checkIn,407693
'T01040,237,'NULL,2024-01-22,15:09:51,'IN,1,5, 38,checkIn,407696
'T00386,41,'NULL,2024-01-22,15:10:11,'IN,1,5, 38,checkIn,407700
'T01149,1149,'NULL,2024-01-22,15:10:17,'IN,1,5, 38,checkIn,407703
'T01130,1130,'NULL,2024-01-22,15:10:24,'IN,1,5, 38,checkIn,407706
'T01142,1142,'NULL,2024-01-22,15:11:53,'IN,1,5, 38,checkIn,407709
'T00938,178,'NULL,2024-01-22,15:12:49,'IN,1,5, 38,checkIn,407712
'T01047,261,'NULL,2024-01-22,15:13:34,'IN,1,5, 38,checkIn,407715
'T01111,1111,'NULL,2024-01-22,15:14:52,'IN,1,5, 38,checkIn,407718
'T01051,267,'NULL,2024-01-22,15:17:23,'IN,1,5, 38,checkIn,407722
'T01105,1105,'NULL,2024-01-22,15:17:27,'IN,1,5, 38,checkIn,407723
'T01078,298,'NULL,2024-01-22,15:18:04,'IN,1,5, 38,checkIn,407726
'T00986,170,'NULL,2024-01-22,15:18:18,'IN,1,5, 38,checkIn,407730
'T01065,285,'NULL,2024-01-22,15:23:57,'IN,1,5, 38,checkIn,407733
'T01085,288,'NULL,2024-01-22,15:24:09,'IN,1,5, 38,checkIn,407736
'T01069,273,'NULL,2024-01-22,15:27:45,'IN,1,5, 38,checkIn,407739
'T01107,1107,'NULL,2024-01-22,15:27:48,'IN,1,5, 38,checkIn,407740
'T01101,1101,'NULL,2024-01-22,15:31:23,'IN,1,5, 38,checkIn,407743
'T01100,1100,'NULL,2024-01-22,15:31:29,'IN,1,5, 38,checkIn,407746
'T00054,160,'NULL,2024-01-22,15:31:53,'IN,1,5, 38,checkIn,407749
'T01109,1109,'NULL,2024-01-22,15:32:48,'IN,1,5, 38,checkIn,407752
'T01089,301,'NULL,2024-01-22,15:32:55,'IN,1,5, 38,checkIn,407755
'T00867,82,'NULL,2024-01-22,15:35:59,'IN,1,5, 38,checkIn,407758
'T01080,290,'NULL,2024-01-22,15:36:18,'IN,1,5, 38,checkIn,407761
'T01061,283,'NULL,2024-01-22,15:36:48,'IN,1,5, 38,checkIn,407764
'T01034,246,'NULL,2024-01-22,15:36:50,'IN,1,5, 38,checkIn,407765
'T01137,1137,'NULL,2024-01-22,15:37:01,'IN,1,5, 38,checkIn,407768
'T01138,1138,'NULL,2024-01-22,15:37:04,'IN,1,5, 38,checkIn,407769
'T00921,157,'NULL,2024-01-22,15:37:30,'IN,1,5, 38,checkIn,407772
'T01146,1146,'NULL,2024-01-22,15:37:49,'IN,1,5, 38,checkIn,407775
'T01156,1156,'NULL,2024-01-22,15:37:55,'IN,1,5, 38,checkIn,407778
'T01029,249,'NULL,2024-01-22,15:38:32,'IN,1,5, 38,checkIn,407781
'T01026,244,'NULL,2024-01-22,15:38:36,'IN,1,5, 38,checkIn,407782
'T01097,1097,'NULL,2024-01-22,15:38:39,'IN,1,5, 38,checkIn,407783
'T01064,284,'NULL,2024-01-22,15:39:53,'IN,1,5, 38,checkIn,407786
'T00009,135,'NULL,2024-01-22,15:39:58,'IN,1,5, 38,checkIn,407789
'T00977,227,'NULL,2024-01-22,15:40:37,'IN,1,5, 38,checkIn,407792
'    T01133,1133,'NULL,2024-01-22,15:41:30,'IN,1,5, 38,checkIn,407795
'T00950,179,'NULL,2024-01-22,15:41:32,'IN,1,5, 38,checkIn,407796
'T01122,150,'NULL,2024-01-22,15:41:34,'IN,1,5, 38,checkIn,407797
'T00730,124,'NULL,2024-01-22,15:41:40,'IN,1,5, 38,checkIn,407801
'T01025,229,'NULL,2024-01-22,15:42:03,'IN,1,5, 38,checkIn,407805
'T00733,31,'NULL,2024-01-22,15:42:07,'IN,1,5, 38,checkIn,407806
'T00893,113,'NULL,2024-01-22,15:42:09,'IN,1,5, 38,checkIn,407807
'T00963,219,'NULL,2024-01-22,15:42:11,'IN,1,5, 38,checkIn,407809
'T00653,13,'NULL,2024-01-22,15:42:13,'IN,1,5, 38,checkIn,407811
'T00597,55,'NULL,2024-01-22,15:42:18,'IN,1,5, 38,checkIn,407812
'T00777,38,'NULL,2024-01-22,15:42:20,'IN,1,5, 38,checkIn,407813
'T00606,86,'NULL,2024-01-22,15:42:22,'IN,1,5, 38,checkIn,407814
'T00864,21,'NULL,2024-01-22,15:42:29,'IN,1,5, 38,checkIn,407817
'T00546,27,'NULL,2024-01-22,15:42:37,'IN,1,5, 38,checkIn,407820
'T00966,241,'NULL,2024-01-22,15:42:45,'IN,1,5, 38,checkIn,407824
'T00655,24,'NULL,2024-01-22,15:42:51,'IN,1,5, 38,checkIn,407828
'T00945,177,'NULL,2024-01-22,15:42:54,'IN,1,5, 38,checkIn,407829
'T00567,69,'NULL,2024-01-22,15:42:57,'IN,1,5, 38,checkIn,407830
'T00721,67,'NULL,2024-01-22,15:43:00,'IN,1,5, 38,checkIn,407831
'T00721,67,'NULL,2024-01-22,15:43:01,'IN,1,5, 38,checkIn,407832
'T01113,1113,'NULL,2024-01-22,15:43:06,'IN,1,5, 38,checkIn,407834
'T00487,15,'NULL,2024-01-22,15:43:09,'IN,1,5, 38,checkIn,407835
'T00999,174,'NULL,2024-01-22,15:43:10,'IN,1,5, 38,checkIn,407836
'T00452,73,'NULL,2024-01-22,15:43:12,'IN,1,5, 38,checkIn,407837
'T00508,93,'NULL,2024-01-22,15:43:13,'IN,1,5, 38,checkIn,407838
'T00508,93,'NULL,2024-01-22,15:43:15,'IN,1,5, 38,checkIn,407839
'T00936,184,'NULL,2024-01-22,15:43:17,'IN,1,5, 38,checkIn,407840
'NULL,240,'NULL,2024-01-22,15:43:18,'IN,1,5, 38,checkIn,407841
'T01134,1134,'NULL,2024-01-22,15:43:20,'IN,1,5, 38,checkIn,407842
'T00532,62,'NULL,2024-01-22,15:43:23,'IN,1,5, 38,checkIn,407843
'T00982,196,'NULL,2024-01-22,15:43:25,'IN,1,5, 38,checkIn,407844
'T00455,85,'NULL,2024-01-22,15:43:27,'IN,1,5, 38,checkIn,407845
'T00916,94,'NULL,2024-01-22,15:43:35,'IN,1,5, 38,checkIn,407849
'T01019,243,'NULL,2024-01-22,15:43:38,'IN,1,5, 38,checkIn,407850
'T00559,25,'NULL,2024-01-22,15:43:40,'IN,1,5, 38,checkIn,407851
'T00935,193,'NULL,2024-01-22,15:43:43,'IN,1,5, 38,checkIn,407852
'T00931,187,'NULL,2024-01-22,15:43:45,'IN,1,5, 38,checkIn,407853
'T01129,1129,'NULL,2024-01-22,15:43:48,'IN,1,5, 38,checkIn,407854
'T00919,158,'NULL,2024-01-22,15:43:50,'IN,1,5, 38,checkIn,407855
'T01032,245,'NULL,2024-01-22,15:43:53,'IN,1,5, 38,checkIn,407856
'T00869,141,'NULL,2024-01-22,15:43:56,'IN,1,5, 38,checkIn,407857
'T00478,131,'NULL,2024-01-22,15:43:59,'IN,1,5, 38,checkIn,407858
'T00898,30,'NULL,2024-01-22,15:44:01,'IN,1,5, 38,checkIn,407859
'T00630,28,'NULL,2024-01-22,15:44:04,'IN,1,5, 38,checkIn,407860
'T00851,16,'NULL,2024-01-22,15:44:11,'IN,1,5, 38,checkIn,407863
'T00911,56,'NULL,2024-01-22,15:44:13,'IN,1,5, 38,checkIn,407864
'T00846,143,'NULL,2024-01-22,15:44:19,'IN,1,5, 38,checkIn,407868
'T00918,155,'NULL,2024-01-22,15:44:23,'IN,1,5, 38,checkIn,407869
'T00779,112,'NULL,2024-01-22,15:44:27,'IN,1,5, 38,checkIn,407870
'T00266,147,'NULL,2024-01-22,15:44:36,'IN,1,5, 38,checkIn,407873
'T00907,78,'NULL,2024-01-22,15:44:46,'IN,1,5, 38,checkIn,407876
'T00539,34,'NULL,2024-01-22,15:44:49,'IN,1,5, 38,checkIn,407877
'T00861,106,'NULL,2024-01-22,15:44:53,'IN,1,5, 38,checkIn,407878
'T00883,59,'NULL,2024-01-22,15:44:57,'IN,1,5, 38,checkIn,407879
'T00976,218,'NULL,2024-01-22,15:44:59,'IN,1,5, 38,checkIn,407880
'T00468,108,'NULL,2024-01-22,15:45:04,'IN,1,5, 38,checkIn,407881
'T00628,65,'NULL,2024-01-22,15:45:06,'IN,1,5, 38,checkIn,407882
'T01042,259,'NULL,2024-01-22,15:45:09,'IN,1,5, 38,checkIn,407883
'T00723,17,'NULL,2024-01-22,15:45:11,'IN,1,5, 38,checkIn,407884
'T00854,14,'NULL,2024-01-22,15:45:15,'IN,1,5, 38,checkIn,407885
'T00894,29,'NULL,2024-01-22,15:45:19,'IN,1,5, 38,checkIn,407886
'T00529,104,'NULL,2024-01-22,15:45:21,'IN,1,5, 38,checkIn,407887
'T00797,52,'NULL,2024-01-22,15:45:29,'IN,1,5, 38,checkIn,407890
'T00613,8,'NULL,2024-01-22,15:45:31,'IN,1,5, 38,checkIn,407891
'T00602,144,'NULL,2024-01-22,15:45:36,'IN,1,5, 38,checkIn,407892
'T00905,120,'NULL,2024-01-22,15:45:38,'IN,1,5, 38,checkIn,407893
'T00698,161,'NULL,2024-01-22,15:45:42,'IN,1,5, 38,checkIn,407894
'T01046,266,'NULL,2024-01-22,15:45:44,'IN,1,5, 38,checkIn,407896
'T01076,296,'NULL,2024-01-22,15:45:48,'IN,1,5, 38,checkIn,407897
'T00968,968,'NULL,2024-01-22,15:45:51,'IN,1,5, 38,checkIn,407898
'T00917,74,'NULL,2024-01-22,15:45:57,'IN,1,5, 38,checkIn,407901
'T00868,76,'NULL,2024-01-22,15:46:00,'IN,1,5, 38,checkIn,407902
'T00912,57,'NULL,2024-01-22,15:46:08,'IN,1,5, 38,checkIn,407905
'T00766,32,'NULL,2024-01-22,15:46:10,'IN,1,5, 38,checkIn,407906
'T01039,233,'NULL,2024-01-22,15:46:13,'IN,1,5, 38,checkIn,407907
'T00615,84,'NULL,2024-01-22,15:46:15,'IN,1,5, 38,checkIn,407908
'T01070,274,'NULL,2024-01-22,15:46:17,'IN,1,5, 38,checkIn,407909
'T00561,125,'NULL,2024-01-22,15:46:20,'IN,1,5, 38,checkIn,407910
'T00876,126,'NULL,2024-01-22,15:46:23,'IN,1,5, 38,checkIn,407911
'T00889,61,'NULL,2024-01-22,15:46:26,'IN,1,5, 38,checkIn,407912
'T00870,121,'NULL,2024-01-22,15:46:28,'IN,1,5, 38,checkIn,407913
'T00802,159,'NULL,2024-01-22,15:46:31,'IN,1,5, 38,checkIn,407914
'T00904,239,'NULL,2024-01-22,15:46:37,'IN,1,5, 38,checkIn,407917
'T00808,63,'NULL,2024-01-22,15:46:38,'IN,1,5, 38,checkIn,407918
'T00722,72,'NULL,2024-01-22,15:46:49,'IN,1,5, 38,checkIn,407921
'T00649,110,'NULL,2024-01-22,15:46:52,'IN,1,5, 38,checkIn,407922
'T01115,1115,'NULL,2024-01-22,15:46:58,'IN,1,5, 38,checkIn,407925
'T00391,128,'NULL,2024-01-22,15:47:03,'IN,1,5, 38,checkIn,407928
'T00641,98,'NULL,2024-01-22,15:47:08,'IN,1,5, 38,checkIn,407929
'T00881,115,'NULL,2024-01-22,15:47:12,'IN,1,5, 38,checkIn,407930
'T01116,1116,'NULL,2024-01-22,15:47:16,'IN,1,5, 38,checkIn,407931
'T01121,1121,'NULL,2024-01-22,15:47:19,'IN,1,5, 38,checkIn,407932
'T01044,1044,'NULL,2024-01-22,15:47:23,'IN,1,5, 38,checkIn,407933
'T01153,1153,'NULL,2024-01-22,15:47:26,'IN,1,5, 38,checkIn,407934
'T01126,11226,'NULL,2024-01-22,15:47:30,'IN,1,5, 38,checkIn,407935
'T01126,11226,'NULL,2024-01-22,15:47:32,'IN,1,5, 38,checkIn,407936
'T01132,1132,'NULL,2024-01-22,15:47:33,'IN,1,5, 38,checkIn,407937
'T01127,1127,'NULL,2024-01-22,15:47:38,'IN,1,5, 38,checkIn,407938
'T01103,1103,'NULL,2024-01-22,15:47:47,'IN,1,5, 38,checkIn,407943
'T01124,1124,'NULL,2024-01-22,15:47:51,'IN,1,5, 38,checkIn,407944
'T01099,1099,'NULL,2024-01-22,15:47:55,'IN,1,5, 38,checkIn,407945
'T01024,250,'NULL,2024-01-22,15:47:58,'IN,1,5, 38,checkIn,407946
'T01068,280,'NULL,2024-01-22,15:48:01,'IN,1,5, 38,checkIn,407947
'T0 1015,53,'NULL,2024-01-22,15:48:03,'IN,1,5, 38,checkIn,407948
'T00822,90,'NULL,2024-01-22,15:48:06,'IN,1,5, 38,checkIn,407949
'T01072,292,'NULL,2024-01-22,15:48:09,'IN,1,5, 38,checkIn,407950
'T01054,278,'NULL,2024-01-22,15:48:12,'IN,1,5, 38,checkIn,407951
'T01056,279,'NULL,2024-01-22,15:48:15,'IN,1,5, 38,checkIn,407952
'T00726,33,'NULL,2024-01-22,15:48:22,'IN,1,5, 38,checkIn,407957
'T00832,35,'NULL,2024-01-22,15:48:25,'IN,1,5, 38,checkIn,407958
'T01020,256,'NULL,2024-01-22,15:48:33,'IN,1,5, 38,checkIn,407962
'T00501,95,'NULL,2024-01-22,15:48:41,'IN,1,5, 38,checkIn,407966
'T00785,10,'NULL,2024-01-22,15:48:43,'IN,1,5, 38,checkIn,407967
'T01125,1125,'NULL,2024-01-22,15:48:51,'IN,1,5, 38,checkIn,407970
'T01096,1096,'NULL,2024-01-22,15:48:53,'IN,1,5, 38,checkIn,407971
'T01120,1120,'NULL,2024-01-22,15:48:59,'IN,1,5, 38,checkIn,407975
'T01112,1112,'NULL,2024-01-22,15:49:05,'IN,1,5, 38,checkIn,407978
'T00492,133,'NULL,2024-01-22,15:49:28,'IN,1,5, 38,checkIn,407985
'NULL,101095,'NULL,2024-01-22,15:49:31,'IN,1,5, 38,checkIn,407986
'T00823,91,'NULL,2024-01-22,15:49:41,'IN,1,5, 38,checkIn,407990
'T00930,172,'NULL,2024-01-22,15:49:45,'IN,1,5, 38,checkIn,407991
'T00972,197,'NULL,2024-01-22,15:49:48,'IN,1,5, 38,checkIn,407992
'T00540,92,'NULL,2024-01-22,15:49:52,'IN,1,5, 38,checkIn,407993
'T01155,1155,'NULL,2024-01-22,15:51:14,'IN,1,5, 38,checkIn,407996
'T01155,1155,'NULL,2024-01-22,15:51:15,'IN,1,5, 38,checkIn,407997
'T01145,1145,'NULL,2024-01-22,15:53:59,'IN,1,5, 38,checkIn,408002
'T00920,156,'NULL,2024-01-22,15:54:05,'IN,1,5, 38,checkIn,408005
'T00253,60,'NULL,2024-01-22,15:54:35,'IN,1,5, 38,checkIn,408010
'T00534,137,'NULL,2024-01-22,15:54:53,'IN,1,5, 38,checkIn,408013
'T00787,138,'NULL,2024-01-22,15:55:05,'IN,1,5, 38,checkIn,408016
'T00805,6,'NULL,2024-01-22,15:55:10,'IN,1,5, 38,checkIn,408019
'T01139,1139,'NULL,2024-01-22,15:56:18,'IN,1,5, 38,checkIn,408024
'T00727,42,'NULL,2024-01-22,15:56:21,'IN,1,5, 38,checkIn,408025
'T01030,251,'NULL,2024-01-22,15:56:44,'IN,1,5, 38,checkIn,408028
'T00557,47,'NULL,2024-01-22,15:56:49,'IN,1,5, 38,checkIn,408029
'T 01140,1140,'NULL,2024-01-22,16:07:58,'IN,1,5, 38,checkIn,408035
'T01110,1110,'NULL,2024-01-22,16:09:42,'IN,1,5, 38,checkIn,408039
'T01090,11111,'NULL,2024-01-22,16:23:59,'IN,1,5, 38,checkIn,408042
'T01018,238,'NULL,2024-01-22,16:24:40,'IN,1,5, 38,checkIn,408045
'T00497,44,'NULL,2024-01-22,16:24:49,'IN,1,5, 38,checkIn,408048
'T00709,45,'NULL,2024-01-22,16:36:16,'IN,1,5, 38,checkIn,408051
'T00075,36,'NULL,2024-01-22,16:37:32,'IN,1,5, 38,checkIn,408055
'T00729,101,'NULL,2024-01-22,16:41:42,'IN,1,5, 38,checkIn,408058
'T00729,101,'NULL,2024-01-22,16:42:24,'IN,1,5, 38,checkIn,408061
'T00390,48,'NULL,2024-01-22,16:42:31,'IN,1,5, 38,checkIn,408064
'T00486,102,'NULL,2024-01-22,16:46:50,'IN,1,5, 38,checkIn,408067
'T01091,11111113,'NULL,2024-01-22,17:01:55,'IN,1,5, 38,checkIn,408070
' T01057,270,'NULL,2024-01-22,17:01:59,'IN,1,5, 38,checkIn,408073
'T01093,1093,'NULL,2024-01-22,17:04:57,'IN,1,5, 38,checkIn,408076
'T01135,1135,'NULL,2024-01-22,17:09:55,'IN,1,5, 38,checkIn,408079
'T00172,7,'NULL,2024-01-22,17:10:05,'IN,1,5, 38,checkIn,408082
'T00172,7,'NULL,2024-01-22,17:10:07,'IN,1,5, 38,checkIn,408083
'T00784,12,'NULL,2024-01-22,17:10:09,'IN,1,5, 38,checkIn,408084
'T01233,1119,'NULL,2024-01-22,17:10:18,'IN,1,5, 38,checkIn,408087
'T00147,37,'NULL,2024-01-22,17:14:53,'IN,1,5, 38,checkIn,408090
'T00252,40,'NULL,2024-01-22,17:17:44,'IN,1,5, 38,checkIn,408093
'T00183,46,'NULL,2024-01-22,17:21:45,'IN,1,5, 38,checkIn,408096
'T00552,99,'NULL,2024-01-22,17:46:58,'IN,1,5, 38,checkIn,408099
'T00884,79,'NULL,2024-01-22,17:58:05,'IN,1,5, 38,checkIn,408102
'T00885,145,'NULL,2024-01-22,18:00:13,'IN,1,5, 38,checkIn,408105
'T01157,1157,'NULL,2024-01-22,18:00:56,'IN,1,5, 38,checkIn,408108
'T00222,129,'NULL,2024-01-22,18:06:04,'IN,1,5, 38,checkIn,408111
'T01089,301,'NULL,2024-01-23,00:06:47,'IN,1,5, 38,checkIn,408114
'T01089,301,'NULL,2024-01-23,00:06:50,'IN,1,5, 38,checkIn,408115
'T01089,301,'NULL,2024-01-23,00:06:53,'IN,1,5, 38,checkIn,408116
'T01122,150,'NULL,2024-01-23,00:07:17,'IN,1,5, 38,checkIn,408119
'T00950,179,'NULL,2024-01-23,00:07:23,'IN,1,5, 38,checkIn,408122
'T01105,1105,'NULL,2024-01-23,00:07:33,'IN,1,5, 38,checkIn,408125
'T01107,1107,'NULL,2024-01-23,00:08:17,'IN,1,5, 38,checkIn,408128
'T00647,64,'NULL,2024-01-23,00:08:18,'IN,1,5, 38,checkIn,408129
'T00590,66,'NULL,2024-01-23,00:08:21,'IN,1,5, 38,checkIn,408130
'T01109,1109,'NULL,2024-01-23,00:08:24,'IN,1,5, 38,checkIn,408131
'T01145,1145,'NULL,2024-01-23,00:08:32,'IN,1,5, 38,checkIn,408134
'T01065,285,'NULL,2024-01-23,00:08:41,'IN,1,5, 38,checkIn,408137
'T00977,227,'NULL,2024-01-23,00:08:46,'IN,1,5, 38,checkIn,408138
'T01034,246,'NULL,2024-01-23,00:08:49,'IN,1,5, 38,checkIn,408139
'T01149,1149,'NULL,2024-01-23,00:08:56,'IN,1,5, 38,checkIn,408142
'T01083,291,'NULL,2024-01-23,00:08:59,'IN,1,5, 38,checkIn,408143
'T01100,1100,'NULL,2024-01-23,00:09:03,'IN,1,5, 38,checkIn,408144
'T01152,1152,'NULL,2024-01-23,00:09:13,'IN,1,5, 38,checkIn,408148
'T00945,177,'NULL,2024-01-23,00:09:18,'IN,1,5, 38,checkIn,408152
'T01085,288,'NULL,2024-01-23,00:09:21,'IN,1,5, 38,checkIn,408153
'T00927,165,'NULL,2024-01-23,00:09:26,'IN,1,5, 38,checkIn,408154
'T01064,284,'NULL,2024-01-23,00:09:29,'IN,1,5, 38,checkIn,408155
'T01146,1146,'NULL,2024-01-23,00:09:31,'IN,1,5, 38,checkIn,408156
'T01155,1155,'NULL,2024-01-23,00:09:37,'IN,1,5, 38,checkIn,408159
'T00935,193,'NULL,2024-01-23,00:09:42,'IN,1,5, 38,checkIn,408162
'T01110,1110,'NULL,2024-01-23,00:09:45,'IN,1,5, 38,checkIn,408163
'T01030,251,'NULL,2024-01-23,00:09:48,'IN,1,5, 38,checkIn,408164
'T00986,170,'NULL,2024-01-23,00:09:53,'IN,1,5, 38,checkIn,408167
'T01026,244,'NULL,2024-01-23,00:09:56,'IN,1,5, 38,checkIn,408168
'T01111,1111,'NULL,2024-01-23,00:10:05,'IN,1,5, 38,checkIn,408171
'T01047,261,'NULL,2024-01-23,00:10:07,'IN,1,5, 38,checkIn,408172
'T01069,273,'NULL,2024-01-23,00:10:09,'IN,1,5, 38,checkIn,408173
'T00920,156,'NULL,2024-01-23,00:10:12,'IN,1,5, 38,checkIn,408174
'T01103,1103,'NULL,2024-01-23,00:10:15,'IN,1,5, 38,checkIn,408175
'T01040,237,'NULL,2024-01-23,00:10:20,'IN,1,5, 38,checkIn,408176
'T01061,283,'NULL,2024-01-23,00:10:23,'IN,1,5, 38,checkIn,408177
'T00999,174,'NULL,2024-01-23,00:10:38,'IN,1,5, 38,checkIn,408182
'T01128,1128,'NULL,2024-01-23,00:10:41,'IN,1,5, 38,checkIn,408183
'T01134,1134,'NULL,2024-01-23,00:10:48,'IN,1,5, 38,checkIn,408187
'T01137,1137,'NULL,2024-01-23,00:10:51,'IN,1,5, 38,checkIn,408188
'T01130,1130,'NULL,2024-01-23,00:10:54,'IN,1,5, 38,checkIn,408189
'T00508,93,'NULL,2024-01-23,00:10:56,'IN,1,5, 38,checkIn,408190
'T01078,298,'NULL,2024-01-23,00:11:03,'IN,1,5, 38,checkIn,408194
'T01138,1138,'NULL,2024-01-23,00:11:05,'IN,1,5, 38,checkIn,408195
'T01101,1101,'NULL,2024-01-23,00:11:08,'IN,1,5, 38,checkIn,408196
'T01157,1157,'NULL,2024-01-23,00:11:16,'IN,1,5, 38,checkIn,408200
'T00867,82,'NULL,2024-01-23,00:11:18,'IN,1,5, 38,checkIn,408201
'T01080,290,'NULL,2024-01-23,00:11:21,'IN,1,5, 38,checkIn,408202
'T01051,267,'NULL,2024-01-23,00:11:39,'IN,1,5, 38,checkIn,408209
'T01051,267,'NULL,2024-01-23,00:11:40,'IN,1,5, 38,checkIn,408210
'T01154,1154,'NULL,2024-01-23,00:11:42,'IN,1,5, 38,checkIn,408211
'T 01140,1140,'NULL,2024-01-23,00:11:48,'IN,1,5, 38,checkIn,408215
'T00982,196,'NULL,2024-01-23,00:11:52,'IN,1,5, 38,checkIn,408216
'    T01133,1133,'NULL,2024-01-23,00:12:03,'IN,1,5, 38,checkIn,408221
'T01029,249,'NULL,2024-01-23,00:12:12,'IN,1,5, 38,checkIn,408226
'T01129,1129,'NULL,2024-01-23,00:12:27,'IN,1,5, 38,checkIn,408231
'T01132,1132,'NULL,2024-01-23,00:12:45,'IN,1,5, 38,checkIn,408237
'T01097,1097,'NULL,2024-01-23,00:12:48,'IN,1,5, 38,checkIn,408238
'T00938,178,'NULL,2024-01-23,00:13:24,'IN,1,5, 38,checkIn,408245
'T01139,1139,'NULL,2024-01-23,00:13:39,'IN,1,5, 38,checkIn,408250
'T01142,1142,'NULL,2024-01-23,00:13:51,'IN,1,5, 38,checkIn,408255
'T01156,1156,'NULL,2024-01-23,00:13:55,'IN,1,5, 38,checkIn,408256
'T00936,184,'NULL,2024-01-23,00:13:57,'IN,1,5, 38,checkIn,408257
'T01074,294,'NULL,2024-01-23,00:14:07,'IN,1,5, 38,checkIn,408262
'T01042,259,'NULL,2024-01-23,00:14:19,'IN,1,5, 38,checkIn,408267
'T00391,128,'NULL,2024-01-23,00:14:32,'IN,1,5, 38,checkIn,408273
'T00921,157,'NULL,2024-01-23,00:14:40,'IN,1,5, 38,checkIn,408277
'T00883,59,'NULL,2024-01-23,00:14:41,'IN,1,5, 38,checkIn,408278
'T00487,15,'NULL,2024-01-23,00:14:48,'IN,1,5, 38,checkIn,408281
