sName,sJobNo,sCard,Date,Time,IN/OUT,ReadID,EventMainCode,EventSubCode,AttendanceStatus,SerialNo
'T01072,292,'NULL,2024-01-29,06:34:02,'IN,1,5, 38,checkIn,412306
'T00468,108,'NULL,2024-01-29,06:34:39,'IN,1,5, 38,checkIn,412309
'T00869,141,'NULL,2024-01-29,06:34:43,'IN,1,5, 38,checkIn,412310
'T00861,106,'NULL,2024-01-29,06:35:03,'IN,1,5, 38,checkIn,412316
'NULL,101095,'NULL,2024-01-29,06:35:06,'IN,1,5, 38,checkIn,412317
'T01019,243,'NULL,2024-01-29,06:35:12,'IN,1,5, 38,checkIn,412322
'T00895,23,'NULL,2024-01-29,06:35:41,'IN,1,5, 38,checkIn,412325
'T00733,31,'NULL,2024-01-29,06:35:47,'IN,1,5, 38,checkIn,412328
'T01096,1096,'NULL,2024-01-29,06:35:51,'IN,1,5, 38,checkIn,412329
'T00653,13,'NULL,2024-01-29,06:37:11,'IN,1,5, 38,checkIn,412332
'T00602,144,'NULL,2024-01-29,06:37:37,'IN,1,5, 38,checkIn,412336
'T00546,27,'NULL,2024-01-29,06:37:48,'IN,1,5, 38,checkIn,412339
'T00559,25,'NULL,2024-01-29,06:38:21,'IN,1,5, 38,checkIn,412342
'T00615,84,'NULL,2024-01-29,06:38:27,'IN,1,5, 38,checkIn,412345
'T00253,60,'NULL,2024-01-29,06:38:35,'IN,1,5, 38,checkIn,412348
'T00930,172,'NULL,2024-01-29,06:39:23,'IN,1,5, 38,checkIn,412351
'T00870,121,'NULL,2024-01-29,06:39:29,'IN,1,5, 38,checkIn,412354
'T00674,162,'NULL,2024-01-29,06:39:31,'IN,1,5, 38,checkIn,412355
'T00888,80,'NULL,2024-01-29,06:39:36,'IN,1,5, 38,checkIn,412359
'T00492,133,'NULL,2024-01-29,06:39:41,'IN,1,5, 38,checkIn,412362
'T00540,92,'NULL,2024-01-29,06:39:54,'IN,1,5, 38,checkIn,412365
'T01070,274,'NULL,2024-01-29,06:39:58,'IN,1,5, 38,checkIn,412366
'T00777,38,'NULL,2024-01-29,06:39:59,'IN,1,5, 38,checkIn,412367
'T01046,266,'NULL,2024-01-29,06:40:03,'IN,1,5, 38,checkIn,412368
'T01018,238,'NULL,2024-01-29,06:40:11,'IN,1,5, 38,checkIn,412371
'T00898,30,'NULL,2024-01-29,06:40:50,'IN,1,5, 38,checkIn,412374
'T00630,28,'NULL,2024-01-29,06:40:52,'IN,1,5, 38,checkIn,412375
'T01025,229,'NULL,2024-01-29,06:41:35,'IN,1,5, 38,checkIn,412378
'T00876,126,'NULL,2024-01-29,06:42:00,'IN,1,5, 38,checkIn,412381
'T00963,219,'NULL,2024-01-29,06:42:08,'IN,1,5, 38,checkIn,412384
'T00894,29,'NULL,2024-01-29,06:42:10,'IN,1,5, 38,checkIn,412386
'T00785,10,'NULL,2024-01-29,06:42:14,'IN,1,5, 38,checkIn,412387
'T01124,1124,'NULL,2024-01-29,06:42:19,'IN,1,5, 38,checkIn,412390
'T00832,35,'NULL,2024-01-29,06:42:31,'IN,1,5, 38,checkIn,412393
'T00976,218,'NULL,2024-01-29,06:42:40,'IN,1,5, 38,checkIn,412396
'T00944,204,'NULL,2024-01-29,06:42:44,'IN,1,5, 38,checkIn,412397
'T00893,113,'NULL,2024-01-29,06:42:53,'IN,1,5, 38,checkIn,412400
'T00931,187,'NULL,2024-01-29,06:43:01,'IN,1,5, 38,checkIn,412403
'T00721,67,'NULL,2024-01-29,06:43:03,'IN,1,5, 38,checkIn,412404
'T00766,32,'NULL,2024-01-29,06:43:06,'IN,1,5, 38,checkIn,412405
'T00730,124,'NULL,2024-01-29,06:43:10,'IN,1,5, 38,checkIn,412406
'T01024,250,'NULL,2024-01-29,06:43:12,'IN,1,5, 38,checkIn,412407
'T00470,97,'NULL,2024-01-29,06:43:18,'IN,1,5, 38,checkIn,412411
'T01112,1112,'NULL,2024-01-29,06:43:22,'IN,1,5, 38,checkIn,412412
'T00787,138,'NULL,2024-01-29,06:43:25,'IN,1,5, 38,checkIn,412413
'T00534,137,'NULL,2024-01-29,06:43:29,'IN,1,5, 38,checkIn,412414
'T01032,245,'NULL,2024-01-29,06:44:29,'IN,1,5, 38,checkIn,412417
'T00904,239,'NULL,2024-01-29,06:46:04,'IN,1,5, 38,checkIn,412420
'T00808,63,'NULL,2024-01-29,06:46:23,'IN,1,5, 38,checkIn,412423
'T00947,217,'NULL,2024-01-29,06:46:30,'IN,1,5, 38,checkIn,412426
'T00722,72,'NULL,2024-01-29,06:47:25,'IN,1,5, 38,checkIn,412429
'T00606,86,'NULL,2024-01-29,06:47:48,'IN,1,5, 38,checkIn,412432
'T00532,62,'NULL,2024-01-29,06:47:51,'IN,1,5, 38,checkIn,412433
'T00784,12,'NULL,2024-01-29,06:47:54,'IN,1,5, 38,checkIn,412434
'T00823,91,'NULL,2024-01-29,06:48:38,'IN,1,5, 38,checkIn,412437
'T00822,90,'NULL,2024-01-29,06:48:47,'IN,1,5, 38,checkIn,412440
'T00172,7,'NULL,2024-01-29,06:49:15,'IN,1,5, 38,checkIn,412443
'T01115,1115,'NULL,2024-01-29,06:50:48,'IN,1,5, 38,checkIn,412446
'T01120,1120,'NULL,2024-01-29,06:51:26,'IN,1,5, 38,checkIn,412449
'T00897,11,'NULL,2024-01-29,06:51:50,'IN,1,5, 38,checkIn,412452
'T00567,69,'NULL,2024-01-29,06:52:22,'IN,1,5, 38,checkIn,412455
'T01125,1125,'NULL,2024-01-29,06:52:27,'IN,1,5, 38,checkIn,412456
'T01090,11111,'NULL,2024-01-29,06:54:47,'IN,1,5, 38,checkIn,412459
'T00484,50,'NULL,2024-01-29,06:57:44,'IN,1,5, 38,checkIn,412462
'T00729,101,'NULL,2024-01-29,06:59:46,'IN,1,5, 38,checkIn,412465
'T00709,45,'NULL,2024-01-29,07:00:42,'IN,1,5, 38,checkIn,412468
'T00854,14,'NULL,2024-01-29,07:04:26,'IN,1,5, 38,checkIn,412471
'T01153,1153,'NULL,2024-01-29,07:08:47,'IN,1,5, 38,checkIn,412474
'T00486,102,'NULL,2024-01-29,07:17:06,'IN,1,5, 38,checkIn,412477
'T01142,1142,'NULL,2024-01-29,07:22:42,'IN,1,5, 38,checkIn,412480
'T00075,36,'NULL,2024-01-29,07:35:25,'IN,1,5, 38,checkIn,412484
'T01135,1135,'NULL,2024-01-29,07:38:59,'IN,1,5, 38,checkIn,412487
'T00497,44,'NULL,2024-01-29,07:43:14,'IN,1,5, 38,checkIn,412490
'T00922,151,'NULL,2024-01-29,07:46:37,'IN,1,5, 38,checkIn,412494
'T01233,1119,'NULL,2024-01-29,07:49:26,'IN,1,5, 38,checkIn,412497
'T00222,129,'NULL,2024-01-29,07:50:20,'IN,1,5, 38,checkIn,412501
'T00727,42,'NULL,2024-01-29,07:52:20,'IN,1,5, 38,checkIn,412504
'T01093,1093,'NULL,2024-01-29,08:01:40,'IN,1,5, 38,checkIn,412507
' T01057,270,'NULL,2024-01-29,08:04:55,'IN,1,5, 38,checkIn,412510
'T01091,11111113,'NULL,2024-01-29,08:07:59,'IN,1,5, 38,checkIn,412513
'T00147,37,'NULL,2024-01-29,08:14:20,'IN,1,5, 38,checkIn,412517
'NULL,101095,'NULL,2024-01-29,09:58:09,'IN,1,5, 38,checkIn,412523
'T01095,1095,'NULL,2024-01-29,10:01:59,'IN,1,5, 38,checkIn,412530
'T00252,40,'NULL,2024-01-29,10:52:56,'IN,1,5, 38,checkIn,412533
'T00075,36,'NULL,2024-01-29,11:15:52,'IN,1,5, 38,checkIn,412537
'T01046,266,'NULL,2024-01-29,12:30:10,'IN,1,5, 38,checkIn,412543
'T00944,204,'NULL,2024-01-29,14:28:18,'IN,1,5, 38,checkIn,412547
'T00888,80,'NULL,2024-01-29,14:29:40,'IN,1,5, 38,checkIn,412550
'T00895,23,'NULL,2024-01-29,14:32:37,'IN,1,5, 38,checkIn,412553
'T00674,162,'NULL,2024-01-29,14:33:15,'IN,1,5, 38,checkIn,412556
'T00674,162,'NULL,2024-01-29,14:33:16,'IN,1,5, 38,checkIn,412557
'T00470,97,'NULL,2024-01-29,14:33:20,'IN,1,5, 38,checkIn,412558
'T00557,47,'NULL,2024-01-29,14:34:03,'IN,1,5, 38,checkIn,412561
'T01089,301,'NULL,2024-01-29,14:54:57,'IN,1,5, 38,checkIn,412564
'T01040,237,'NULL,2024-01-29,15:00:57,'IN,1,5, 38,checkIn,412567
'T01128,1128,'NULL,2024-01-29,15:02:40,'IN,1,5, 38,checkIn,412570
'T01083,291,'NULL,2024-01-29,15:04:20,'IN,1,5, 38,checkIn,412573
'T01149,1149,'NULL,2024-01-29,15:04:28,'IN,1,5, 38,checkIn,412576
'T01109,1109,'NULL,2024-01-29,15:04:32,'IN,1,5, 38,checkIn,412577
'T01130,1130,'NULL,2024-01-29,15:04:50,'IN,1,5, 38,checkIn,412580
'T00386,41,'NULL,2024-01-29,15:08:14,'IN,1,5, 38,checkIn,412583
'T00487,15,'NULL,2024-01-29,15:11:02,'IN,1,5, 38,checkIn,412586
'T01145,1145,'NULL,2024-01-29,15:11:36,'IN,1,5, 38,checkIn,412589
'T01154,1154,'NULL,2024-01-29,15:11:38,'IN,1,5, 38,checkIn,412590
'T01111,1111,'NULL,2024-01-29,15:12:27,'IN,1,5, 38,checkIn,412593
'T00977,227,'NULL,2024-01-29,15:14:22,'IN,1,5, 38,checkIn,412596
'T01085,288,'NULL,2024-01-29,15:14:41,'IN,1,5, 38,checkIn,412599
'T01047,261,'NULL,2024-01-29,15:16:02,'IN,1,5, 38,checkIn,412602
'T01051,267,'NULL,2024-01-29,15:16:30,'IN,1,5, 38,checkIn,412605
'T01152,1152,'NULL,2024-01-29,15:17:48,'IN,1,5, 38,checkIn,412610
'T01101,1101,'NULL,2024-01-29,15:19:03,'IN,1,5, 38,checkIn,412614
'T00647,64,'NULL,2024-01-29,15:19:37,'IN,1,5, 38,checkIn,412617
'T00927,165,'NULL,2024-01-29,15:19:42,'IN,1,5, 38,checkIn,412618
'T01080,290,'NULL,2024-01-29,15:21:06,'IN,1,5, 38,checkIn,412621
'T00986,170,'NULL,2024-01-29,15:23:08,'IN,1,5, 38,checkIn,412624
'T01107,1107,'NULL,2024-01-29,15:23:13,'IN,1,5, 38,checkIn,412625
'T01078,298,'NULL,2024-01-29,15:26:43,'IN,1,5, 38,checkIn,412628
'T01105,1105,'NULL,2024-01-29,15:26:45,'IN,1,5, 38,checkIn,412629
'T01148,1148,'NULL,2024-01-29,15:26:51,'IN,1,5, 38,checkIn,412632
'T00945,177,'NULL,2024-01-29,15:27:02,'IN,1,5, 38,checkIn,412635
'T01146,1146,'NULL,2024-01-29,15:27:17,'IN,1,5, 38,checkIn,412638
'    T01133,1133,'NULL,2024-01-29,15:30:27,'IN,1,5, 38,checkIn,412641
'T01139,1139,'NULL,2024-01-29,15:31:05,'IN,1,5, 38,checkIn,412644
'T01034,246,'NULL,2024-01-29,15:31:36,'IN,1,5, 38,checkIn,412648
'T00867,82,'NULL,2024-01-29,15:32:08,'IN,1,5, 38,checkIn,412651
'T01061,283,'NULL,2024-01-29,15:32:12,'IN,1,5, 38,checkIn,412652
'T00867,82,'NULL,2024-01-29,15:32:40,'IN,1,5, 38,checkIn,412655
'T01156,1156,'NULL,2024-01-29,15:33:50,'IN,1,5, 38,checkIn,412658
'T01127,1127,'NULL,2024-01-29,15:34:17,'IN,1,5, 38,checkIn,412661
'T00590,66,'NULL,2024-01-29,15:34:52,'IN,1,5, 38,checkIn,412664
'T01100,1100,'NULL,2024-01-29,15:38:34,'IN,1,5, 38,checkIn,412667
'T01074,294,'NULL,2024-01-29,15:38:46,'IN,1,5, 38,checkIn,412670
'T01042,259,'NULL,2024-01-29,15:38:48,'IN,1,5, 38,checkIn,412671
'T01026,244,'NULL,2024-01-29,15:38:56,'IN,1,5, 38,checkIn,412674
'T01137,1137,'NULL,2024-01-29,15:39:18,'IN,1,5, 38,checkIn,412677
'T00921,157,'NULL,2024-01-29,15:39:34,'IN,1,5, 38,checkIn,412680
'T01103,1103,'NULL,2024-01-29,15:40:23,'IN,1,5, 38,checkIn,412683
'T00532,62,'NULL,2024-01-29,15:41:31,'IN,1,5, 38,checkIn,412686
'T00539,34,'NULL,2024-01-29,15:41:38,'IN,1,5, 38,checkIn,412689
'T00653,13,'NULL,2024-01-29,15:41:41,'IN,1,5, 38,checkIn,412690
'T01025,229,'NULL,2024-01-29,15:41:44,'IN,1,5, 38,checkIn,412691
'T00597,55,'NULL,2024-01-29,15:41:48,'IN,1,5, 38,checkIn,412692
'T00894,29,'NULL,2024-01-29,15:41:52,'IN,1,5, 38,checkIn,412694
'T00630,28,'NULL,2024-01-29,15:41:56,'IN,1,5, 38,checkIn,412695
'T00468,108,'NULL,2024-01-29,15:41:58,'IN,1,5, 38,checkIn,412696
'T00559,25,'NULL,2024-01-29,15:42:01,'IN,1,5, 38,checkIn,412697
'T00546,27,'NULL,2024-01-29,15:42:02,'IN,1,5, 38,checkIn,412698
'T00655,24,'NULL,2024-01-29,15:42:05,'IN,1,5, 38,checkIn,412699
'T01019,243,'NULL,2024-01-29,15:42:07,'IN,1,5, 38,checkIn,412700
'T00893,113,'NULL,2024-01-29,15:42:09,'IN,1,5, 38,checkIn,412701
'T00966,241,'NULL,2024-01-29,15:42:12,'IN,1,5, 38,checkIn,412702
'T00628,65,'NULL,2024-01-29,15:42:13,'IN,1,5, 38,checkIn,412703
'T00916,94,'NULL,2024-01-29,15:42:20,'IN,1,5, 38,checkIn,412707
'T01113,1113,'NULL,2024-01-29,15:42:21,'IN,1,5, 38,checkIn,412708
'T01113,1113,'NULL,2024-01-29,15:42:22,'IN,1,5, 38,checkIn,412709
'T01076,296,'NULL,2024-01-29,15:42:24,'IN,1,5, 38,checkIn,412710
'T00963,219,'NULL,2024-01-29,15:42:27,'IN,1,5, 38,checkIn,412712
'T01129,1129,'NULL,2024-01-29,15:42:28,'IN,1,5, 38,checkIn,412714
'T00982,196,'NULL,2024-01-29,15:42:30,'IN,1,5, 38,checkIn,412715
'T00602,144,'NULL,2024-01-29,15:42:34,'IN,1,5, 38,checkIn,412716
'T00976,218,'NULL,2024-01-29,15:42:36,'IN,1,5, 38,checkIn,412717
'T01065,285,'NULL,2024-01-29,15:42:38,'IN,1,5, 38,checkIn,412718
'T00846,143,'NULL,2024-01-29,15:42:40,'IN,1,5, 38,checkIn,412719
'T00907,78,'NULL,2024-01-29,15:42:46,'IN,1,5, 38,checkIn,412723
'T00478,131,'NULL,2024-01-29,15:42:48,'IN,1,5, 38,checkIn,412724
'T00455,85,'NULL,2024-01-29,15:42:50,'IN,1,5, 38,checkIn,412725
'T00779,112,'NULL,2024-01-29,15:42:55,'IN,1,5, 38,checkIn,412729
'T00567,69,'NULL,2024-01-29,15:42:58,'IN,1,5, 38,checkIn,412730
'T00698,161,'NULL,2024-01-29,15:43:00,'IN,1,5, 38,checkIn,412731
'T01122,150,'NULL,2024-01-29,15:43:02,'IN,1,5, 38,checkIn,412733
'T00266,147,'NULL,2024-01-29,15:43:04,'IN,1,5, 38,checkIn,412734
'T00917,74,'NULL,2024-01-29,15:43:07,'IN,1,5, 38,checkIn,412735
'T00721,67,'NULL,2024-01-29,15:43:09,'IN,1,5, 38,checkIn,412736
'T00808,63,'NULL,2024-01-29,15:43:12,'IN,1,5, 38,checkIn,412737
'T00950,179,'NULL,2024-01-29,15:43:13,'IN,1,5, 38,checkIn,412738
'T00947,217,'NULL,2024-01-29,15:43:19,'IN,1,5, 38,checkIn,412742
'T00950,179,'NULL,2024-01-29,15:43:21,'IN,1,5, 38,checkIn,412743
'T 01140,1140,'NULL,2024-01-29,15:43:23,'IN,1,5, 38,checkIn,412744
'T00722,72,'NULL,2024-01-29,15:43:26,'IN,1,5, 38,checkIn,412745
'T00869,141,'NULL,2024-01-29,15:43:28,'IN,1,5, 38,checkIn,412746
'T01068,280,'NULL,2024-01-29,15:43:31,'IN,1,5, 38,checkIn,412747
'T00904,239,'NULL,2024-01-29,15:43:33,'IN,1,5, 38,checkIn,412748
'T00912,57,'NULL,2024-01-29,15:43:35,'IN,1,5, 38,checkIn,412749
'T00898,30,'NULL,2024-01-29,15:43:36,'IN,1,5, 38,checkIn,412750
'T00970,225,'NULL,2024-01-29,15:43:41,'IN,1,5, 38,checkIn,412752
'T01029,249,'NULL,2024-01-29,15:43:45,'IN,1,5, 38,checkIn,412754
'T00905,120,'NULL,2024-01-29,15:43:47,'IN,1,5, 38,checkIn,412755
'T00918,155,'NULL,2024-01-29,15:43:50,'IN,1,5, 38,checkIn,412756
'T01032,245,'NULL,2024-01-29,15:43:52,'IN,1,5, 38,checkIn,412757
'T00641,98,'NULL,2024-01-29,15:43:55,'IN,1,5, 38,checkIn,412758
'T00868,76,'NULL,2024-01-29,15:44:00,'IN,1,5, 38,checkIn,412762
'T01024,250,'NULL,2024-01-29,15:44:03,'IN,1,5, 38,checkIn,412763
'T00615,84,'NULL,2024-01-29,15:44:05,'IN,1,5, 38,checkIn,412764
'T01115,1115,'NULL,2024-01-29,15:44:09,'IN,1,5, 38,checkIn,412765
'T0 1015,53,'NULL,2024-01-29,15:44:11,'IN,1,5, 38,checkIn,412766
'T00733,31,'NULL,2024-01-29,15:44:14,'IN,1,5, 38,checkIn,412767
'T00766,32,'NULL,2024-01-29,15:44:16,'IN,1,5, 38,checkIn,412768
'T00501,95,'NULL,2024-01-29,15:44:18,'IN,1,5, 38,checkIn,412769
'T00492,133,'NULL,2024-01-29,15:44:21,'IN,1,5, 38,checkIn,412770
'T01153,1153,'NULL,2024-01-29,15:44:24,'IN,1,5, 38,checkIn,412771
'T00452,73,'NULL,2024-01-29,15:44:27,'IN,1,5, 38,checkIn,412772
'T01020,256,'NULL,2024-01-29,15:44:30,'IN,1,5, 38,checkIn,412773
'T00508,93,'NULL,2024-01-29,15:44:31,'IN,1,5, 38,checkIn,412774
'T00931,187,'NULL,2024-01-29,15:44:34,'IN,1,5, 38,checkIn,412775
'T00561,125,'NULL,2024-01-29,15:44:37,'IN,1,5, 38,checkIn,412776
'T01039,233,'NULL,2024-01-29,15:44:39,'IN,1,5, 38,checkIn,412777
'T01112,1112,'NULL,2024-01-29,15:44:43,'IN,1,5, 38,checkIn,412778
'T01070,274,'NULL,2024-01-29,15:44:46,'IN,1,5, 38,checkIn,412779
'T01072,292,'NULL,2024-01-29,15:44:49,'IN,1,5, 38,checkIn,412780
'T00726,33,'NULL,2024-01-29,15:44:51,'IN,1,5, 38,checkIn,412781
'T01121,1121,'NULL,2024-01-29,15:44:54,'IN,1,5, 38,checkIn,412782
'T00884,79,'NULL,2024-01-29,15:44:58,'IN,1,5, 38,checkIn,412784
'T01142,1142,'NULL,2024-01-29,15:45:00,'IN,1,5, 38,checkIn,412785
'T01023,300,'NULL,2024-01-29,15:45:03,'IN,1,5, 38,checkIn,412786
'T01099,1099,'NULL,2024-01-29,15:45:06,'IN,1,5, 38,checkIn,412787
'T00822,90,'NULL,2024-01-29,15:45:08,'IN,1,5, 38,checkIn,412788
'T00649,110,'NULL,2024-01-29,15:45:12,'IN,1,5, 38,checkIn,412789
'T01044,1044,'NULL,2024-01-29,15:45:15,'IN,1,5, 38,checkIn,412790
'T00935,193,'NULL,2024-01-29,15:45:18,'IN,1,5, 38,checkIn,412791
'T01116,1116,'NULL,2024-01-29,15:45:21,'IN,1,5, 38,checkIn,412792
'T01157,1157,'NULL,2024-01-29,15:45:27,'IN,1,5, 38,checkIn,412795
'T01054,278,'NULL,2024-01-29,15:45:30,'IN,1,5, 38,checkIn,412796
'T00613,8,'NULL,2024-01-29,15:45:32,'IN,1,5, 38,checkIn,412797
'T01056,279,'NULL,2024-01-29,15:45:34,'IN,1,5, 38,checkIn,412798
'T01126,11226,'NULL,2024-01-29,15:45:37,'IN,1,5, 38,checkIn,412799
'T01126,11226,'NULL,2024-01-29,15:45:38,'IN,1,5, 38,checkIn,412800
'T00876,126,'NULL,2024-01-29,15:45:40,'IN,1,5, 38,checkIn,412801
'T01124,1124,'NULL,2024-01-29,15:45:44,'IN,1,5, 38,checkIn,412802
'T01117,1117,'NULL,2024-01-29,15:46:08,'IN,1,5, 38,checkIn,412805
'T00823,91,'NULL,2024-01-29,15:46:17,'IN,1,5, 38,checkIn,412808
'T01069,273,'NULL,2024-01-29,15:46:29,'IN,1,5, 38,checkIn,412811
'T00851,16,'NULL,2024-01-29,15:46:32,'IN,1,5, 38,checkIn,412812
'T00972,197,'NULL,2024-01-29,15:46:35,'IN,1,5, 38,checkIn,412813
'T00930,172,'NULL,2024-01-29,15:46:37,'IN,1,5, 38,checkIn,412814
'T00897,11,'NULL,2024-01-29,15:46:43,'IN,1,5, 38,checkIn,412817
'T01155,1155,'NULL,2024-01-29,15:46:46,'IN,1,5, 38,checkIn,412818
'T00730,124,'NULL,2024-01-29,15:46:49,'IN,1,5, 38,checkIn,412819
'T01120,1120,'NULL,2024-01-29,15:47:20,'IN,1,5, 38,checkIn,412822
'T00883,59,'NULL,2024-01-29,15:48:01,'IN,1,5, 38,checkIn,412825
'T00777,38,'NULL,2024-01-29,15:48:34,'IN,1,5, 38,checkIn,412828
'T00540,92,'NULL,2024-01-29,15:48:46,'IN,1,5, 38,checkIn,412831
'T00832,35,'NULL,2024-01-29,15:49:29,'IN,1,5, 38,checkIn,412834
'T01030,251,'NULL,2024-01-29,15:49:34,'IN,1,5, 38,checkIn,412837
'T00785,10,'NULL,2024-01-29,15:49:38,'IN,1,5, 38,checkIn,412838
'T00881,115,'NULL,2024-01-29,15:49:53,'IN,1,5, 38,checkIn,412841
'T00870,121,'NULL,2024-01-29,15:49:56,'IN,1,5, 38,checkIn,412842
'T00534,137,'NULL,2024-01-29,15:50:01,'IN,1,5, 38,checkIn,412845
'T01125,1125,'NULL,2024-01-29,15:50:07,'IN,1,5, 38,checkIn,412848
'T01096,1096,'NULL,2024-01-29,15:50:12,'IN,1,5, 38,checkIn,412849
'NULL,101095,'NULL,2024-01-29,15:50:16,'IN,1,5, 38,checkIn,412850
'T00787,138,'NULL,2024-01-29,15:50:18,'IN,1,5, 38,checkIn,412852
'T01110,1110,'NULL,2024-01-29,15:50:21,'IN,1,5, 38,checkIn,412853
'T01138,1138,'NULL,2024-01-29,15:50:37,'IN,1,5, 38,checkIn,412856
'T01064,284,'NULL,2024-01-29,15:54:00,'IN,1,5, 38,checkIn,412859
'T01132,1132,'NULL,2024-01-29,15:54:03,'IN,1,5, 38,checkIn,412860
'T00920,156,'NULL,2024-01-29,15:54:06,'IN,1,5, 38,checkIn,412861
'T00968,968,'NULL,2024-01-29,15:54:38,'IN,1,5, 38,checkIn,412864
'T00938,178,'NULL,2024-01-29,15:56:23,'IN,1,5, 38,checkIn,412867
'T01097,1097,'NULL,2024-01-29,15:59:13,'IN,1,5, 38,checkIn,412870
'T01134,1134,'NULL,2024-01-29,16:00:30,'IN,1,5, 38,checkIn,412873
'T01090,11111,'NULL,2024-01-29,16:04:08,'IN,1,5, 38,checkIn,412876
'T00873,75,'NULL,2024-01-29,16:19:41,'IN,1,5, 38,checkIn,412879
'T00486,102,'NULL,2024-01-29,16:19:51,'IN,1,5, 38,checkIn,412882
'T00709,45,'NULL,2024-01-29,16:26:24,'IN,1,5, 38,checkIn,412885
'T00497,44,'NULL,2024-01-29,16:27:03,'IN,1,5, 38,checkIn,412888
'T00390,48,'NULL,2024-01-29,16:29:11,'IN,1,5, 38,checkIn,412891
'T00727,42,'NULL,2024-01-29,16:35:21,'IN,1,5, 38,checkIn,412894
'T00391,128,'NULL,2024-01-29,16:38:50,'IN,1,5, 38,checkIn,412897
'T00729,101,'NULL,2024-01-29,16:44:58,'IN,1,5, 38,checkIn,412900
'T01135,1135,'NULL,2024-01-29,17:01:11,'IN,1,5, 38,checkIn,412912
'T00009,135,'NULL,2024-01-29,17:01:17,'IN,1,5, 38,checkIn,412916
'T00484,50,'NULL,2024-01-29,17:01:22,'IN,1,5, 38,checkIn,412919
'T01093,1093,'NULL,2024-01-29,17:03:46,'IN,1,5, 38,checkIn,412924
'T00183,46,'NULL,2024-01-29,17:04:45,'IN,1,5, 38,checkIn,412927
' T01057,270,'NULL,2024-01-29,17:04:59,'IN,1,5, 38,checkIn,412932
'T01091,11111113,'NULL,2024-01-29,17:08:15,'IN,1,5, 38,checkIn,412936
'T01233,1119,'NULL,2024-01-29,17:08:52,'IN,1,5, 38,checkIn,412940
'T01157,1157,'NULL,2024-01-29,17:09:00,'IN,1,5, 38,checkIn,412943
'T00147,37,'NULL,2024-01-29,17:09:13,'IN,1,5, 38,checkIn,412946
'T00252,40,'NULL,2024-01-29,17:10:11,'IN,1,5, 38,checkIn,412949
'T00784,12,'NULL,2024-01-29,17:12:39,'IN,1,5, 38,checkIn,412952
'T00172,7,'NULL,2024-01-29,17:12:41,'IN,1,5, 38,checkIn,412953
'T01144,1144,'NULL,2024-01-29,17:20:25,'IN,1,5, 38,checkIn,412958
'T00861,106,'NULL,2024-01-29,17:20:32,'IN,1,5, 38,checkIn,412961
'T00222,129,'NULL,2024-01-29,17:25:51,'IN,1,5, 38,checkIn,412965
'T00552,99,'NULL,2024-01-29,17:33:17,'IN,1,5, 38,checkIn,412969
'T00999,174,'NULL,2024-01-29,17:57:32,'IN,1,5, 38,checkIn,412972
'T00922,151,'NULL,2024-01-29,17:58:08,'IN,1,5, 38,checkIn,412975
'T00885,145,'NULL,2024-01-29,18:01:24,'IN,1,5, 38,checkIn,412978
'T00391,128,'NULL,2024-01-30,00:05:50,'IN,1,5, 38,checkIn,412981
'T01089,301,'NULL,2024-01-30,00:06:44,'IN,1,5, 38,checkIn,412984
'T01089,301,'NULL,2024-01-30,00:06:45,'IN,1,5, 38,checkIn,412985
'T01122,150,'NULL,2024-01-30,00:06:48,'IN,1,5, 38,checkIn,412986
'T00950,179,'NULL,2024-01-30,00:06:53,'IN,1,5, 38,checkIn,412987
'T00977,227,'NULL,2024-01-30,00:07:25,'IN,1,5, 38,checkIn,412990
'T01105,1105,'NULL,2024-01-30,00:07:38,'IN,1,5, 38,checkIn,412993
'T00927,165,'NULL,2024-01-30,00:07:47,'IN,1,5, 38,checkIn,412996
'T01100,1100,'NULL,2024-01-30,00:07:52,'IN,1,5, 38,checkIn,412999
'T01065,285,'NULL,2024-01-30,00:07:59,'IN,1,5, 38,checkIn,413003
'T01061,283,'NULL,2024-01-30,00:08:03,'IN,1,5, 38,checkIn,413004
'T00873,75,'NULL,2024-01-30,00:08:06,'IN,1,5, 38,checkIn,413005
'T01085,288,'NULL,2024-01-30,00:08:11,'IN,1,5, 38,checkIn,413006
'T01034,246,'NULL,2024-01-30,00:08:12,'IN,1,5, 38,checkIn,413007
'T01109,1109,'NULL,2024-01-30,00:08:16,'IN,1,5, 38,checkIn,413008
'T01083,291,'NULL,2024-01-30,00:08:18,'IN,1,5, 38,checkIn,413009
'T01145,1145,'NULL,2024-01-30,00:08:21,'IN,1,5, 38,checkIn,413010
'T01101,1101,'NULL,2024-01-30,00:08:24,'IN,1,5, 38,checkIn,413011
'T01026,244,'NULL,2024-01-30,00:08:28,'IN,1,5, 38,checkIn,413012
'T01107,1107,'NULL,2024-01-30,00:08:32,'IN,1,5, 38,checkIn,413013
'T01155,1155,'NULL,2024-01-30,00:08:39,'IN,1,5, 38,checkIn,413017
'T01152,1152,'NULL,2024-01-30,00:08:42,'IN,1,5, 38,checkIn,413018
'T00590,66,'NULL,2024-01-30,00:08:46,'IN,1,5, 38,checkIn,413020
'T00945,177,'NULL,2024-01-30,00:08:50,'IN,1,5, 38,checkIn,413021
'T01064,284,'NULL,2024-01-30,00:08:53,'IN,1,5, 38,checkIn,413022
