T00009;26/02/2025;16:42:58
T00075;26/02/2025;16:09:39
T00183;26/02/2025;16:44:11
T00222;26/02/2025;17:00:45
T00252;26/02/2025;17:54:31
T00253;26/02/2025;15:45:44
T00266;26/02/2025;15:47:16
T00386;26/02/2025;15:06:12
T00390;26/02/2025;16:56:14
T00391;26/02/2025;16:02:14
T00452;26/02/2025;15:50:09
T00455;26/02/2025;15:46:27
T00468;26/02/2025;15:48:13
T00470;26/02/2025;15:49:08
T00478;26/02/2025;15:46:47
T00486;26/02/2025;16:06:15
T00487;26/02/2025;15:48:23
T00492;26/02/2025;14:47:11
T00501;26/02/2025;15:49:04
T00508;26/02/2025;15:48:49
T00529;26/02/2025;15:46:33
T00532;26/02/2025;14:47:44
T00534;26/02/2025;15:06:02
T00539;26/02/2025;15:45:06
T00540;26/02/2025;15:53:52
T00546;26/02/2025;15:45:10
T00552;26/02/2025;05:30:00
T00557;26/02/2025;15:50:33
T00559;26/02/2025;15:46:52
T00561;26/02/2025;15:48:26
T00590;26/02/2025;15:45:53
T00596;26/02/2025;15:48:35
T00597;26/02/2025;15:45:21
T00602;26/02/2025;15:46:41
T00613;26/02/2025;14:39:06
T00615;26/02/2025;15:50:56
T00628;26/02/2025;15:45:25
T00630;26/02/2025;15:46:21
T00641;26/02/2025;15:50:26
T00647;26/02/2025;15:45:23
T00649;26/02/2025;15:50:16
T00653;26/02/2025;15:47:04
T00655;26/02/2025;15:46:31
T00674;26/02/2025;15:50:21
T00709;26/02/2025;16:42:21
T00721;26/02/2025;14:46:43
T00723;26/02/2025;15:46:49
T00726;26/02/2025;15:46:39
T00727;26/02/2025;16:48:19
T00729;26/02/2025;16:25:32
T00733;26/02/2025;15:46:02
T00766;26/02/2025;15:46:57
T00779;26/02/2025;15:46:24
T00785;26/02/2025;15:51:19
T00787;26/02/2025;15:48:17
T00797;26/02/2025;15:50:14
T00808;26/02/2025;15:50:59
T00822;26/02/2025;15:57:28
T00823;26/02/2025;15:57:32
T00832;26/02/2025;15:48:27
T00851;26/02/2025;15:46:11
T00854;26/02/2025;14:47:32
T00861;26/02/2025;15:46:37
T00864;26/02/2025;15:48:41
T00867;26/02/2025;15:46:16
T00868;26/02/2025;15:46:55
T00869;26/02/2025;15:47:01
T00869;26/02/2025;15:47:02
T00870;26/02/2025;15:52:06
T00876;26/02/2025;15:52:33
T00881;26/02/2025;15:53:26
T00883;26/02/2025;15:51:30
T00888;26/02/2025;15:49:05
T00889;26/02/2025;15:48:30
T00894;26/02/2025;15:54:38
T00895;26/02/2025;15:48:19
T00897;26/02/2025;15:46:13
T00898;26/02/2025;15:45:57
T00904;26/02/2025;15:50:11
T00905;26/02/2025;15:50:19
T00905;26/02/2025;15:52:10
T00907;26/02/2025;15:48:32
T00911;26/02/2025;15:49:10
T00912;26/02/2025;15:46:06
T00916;26/02/2025;15:47:42
T00917;26/02/2025;15:47:30
T00927;26/02/2025;15:47:27
T00927;26/02/2025;15:50:36
T00947;26/02/2025;15:46:00
T00976;26/02/2025;15:45:50
T00978;26/02/2025;15:49:12
T01037;26/02/2025;15:46:09
T01057;26/02/2025;17:42:48
T01089;26/02/2025;16:51:36
T01090;26/02/2025;17:03:43
T01093;26/02/2025;17:09:15
T01120;26/02/2025;15:50:03
T01135;26/02/2025;16:15:40
T01155;26/02/2025;15:46:18
T01190;26/02/2025;15:51:26
T01196;26/02/2025;05:22:46
T01231;26/02/2025;15:48:37
T01386;26/02/2025;15:26:23
T01410;26/02/2025;17:43:28
T01411;26/02/2025;16:21:44
T01412;26/02/2025;16:25:30
T01196;27/02/2025;05:14:17
T00552;27/02/2025;05:18:55
T00390;27/02/2025;07:00:36
