T00846;30/09/2024;09:28:54
T00698;30/09/2024;11:14:21
T00596;30/09/2024;14:05:39
T00721;30/09/2024;14:31:51
T00896;30/09/2024;14:31:56
T01041;30/09/2024;14:32:37
T00613;30/09/2024;15:01:20
T00649;30/09/2024;15:01:38
T00867;30/09/2024;15:02:24
T00867;30/09/2024;15:02:31
T00936;30/09/2024;15:04:32
T00534;30/09/2024;15:09:48
T00386;30/09/2024;15:21:27
T00733;30/09/2024;15:49:01
T00875;30/09/2024;15:49:02
T00889;30/09/2024;15:49:04
T00889;30/09/2024;15:49:05
T00546;30/09/2024;15:49:06
T01149;30/09/2024;15:49:08
T01112;30/09/2024;15:49:10
T01076;30/09/2024;15:49:12
T01025;30/09/2024;15:49:14
T01025;30/09/2024;15:49:15
T01177;30/09/2024;15:49:20
T00875;30/09/2024;15:49:29
T00539;30/09/2024;15:49:32
T00802;30/09/2024;15:49:34
T01030;30/09/2024;15:49:53
T00597;30/09/2024;15:49:58
T00894;30/09/2024;15:50:01
T00590;30/09/2024;15:50:04
T01182;30/09/2024;15:50:12
T00630;30/09/2024;15:50:20
T01221;30/09/2024;15:50:24
T01223;30/09/2024;15:50:34
T00851;30/09/2024;15:50:36
T00606;30/09/2024;15:50:51
T00567;30/09/2024;15:50:54
T01047;30/09/2024;15:50:56
T00947;30/09/2024;15:51:05
T00911;30/09/2024;15:51:08
T00918;30/09/2024;15:51:11
T00468;30/09/2024;15:51:13
T00559;30/09/2024;15:51:15
T00655;30/09/2024;15:51:19
T00969;30/09/2024;15:51:21
T00501;30/09/2024;15:51:25
T01026;30/09/2024;15:51:28
T01130;30/09/2024;15:51:31
T01097;30/09/2024;15:51:34
T00455;30/09/2024;15:51:37
T00628;30/09/2024;15:51:39
T00927;30/09/2024;15:51:46
T00931;30/09/2024;15:51:49
T00529;30/09/2024;15:51:52
T00808;30/09/2024;15:51:54
T00653;30/09/2024;15:51:56
T01095;30/09/2024;15:52:00
T01095;30/09/2024;15:52:02
T00478;30/09/2024;15:52:05
T00898;30/09/2024;15:52:08
T00540;30/09/2024;15:52:12
T01111;30/09/2024;15:52:14
T01155;30/09/2024;15:52:15
T00723;30/09/2024;15:52:18
T00766;30/09/2024;15:52:20
T00944;30/09/2024;15:52:22
T00779;30/09/2024;15:52:25
T00864;30/09/2024;15:52:28
T01224;30/09/2024;15:52:31
T01220;30/09/2024;15:52:34
T01234;30/09/2024;15:52:37
T01132;30/09/2024;15:52:40
T01128;30/09/2024;15:52:46
T00976;30/09/2024;15:52:49
T00976;30/09/2024;15:52:50
T00978;30/09/2024;15:52:54
T01023;30/09/2024;15:52:56
T00487;30/09/2024;15:52:59
T01235;30/09/2024;15:53:01
T00945;30/09/2024;15:53:03
T01069;30/09/2024;15:53:06
T00963;30/09/2024;15:53:08
T01120;30/09/2024;15:53:11
T00917;30/09/2024;15:53:13
T01039;30/09/2024;15:53:15
T01113;30/09/2024;15:53:18
T01113;30/09/2024;15:53:20
T01152;30/09/2024;15:53:22
T01219;30/09/2024;15:53:25
T00266;30/09/2024;15:53:28
T00785;30/09/2024;15:53:32
T00602;30/09/2024;15:53:34
T00912;30/09/2024;15:53:38
T01020;30/09/2024;15:53:40
T01121;30/09/2024;15:53:43
T00897;30/09/2024;15:53:45
T00904;30/09/2024;15:53:47
T00561;30/09/2024;15:53:50
T00881;30/09/2024;15:53:54
T00970;30/09/2024;15:53:59
T00641;30/09/2024;15:54:03
T01142;30/09/2024;15:54:06
T01099;30/09/2024;15:54:10
T00615;30/09/2024;15:54:11
T00452;30/09/2024;15:54:13
T00508;30/09/2024;15:54:17
T00823;30/09/2024;15:54:19
T00822;30/09/2024;15:54:21
T00822;30/09/2024;15:54:22
T01134;30/09/2024;15:54:24
T00486;30/09/2024;15:54:28
T00787;30/09/2024;15:54:31
T00508;30/09/2024;15:54:33
