 T01057;21/11/2023;07:53:57;377407
 T01057;21/11/2023;17:05:14;377618
NULL;21/11/2023;06:08:48;377179
NULL;21/11/2023;06:25:42;377211
NULL;21/11/2023;06:26:57;377219
NULL;21/11/2023;06:32:20;377253
NULL;21/11/2023;06:40:25;377306
NULL;21/11/2023;06:48:33;377356
NULL;21/11/2023;07:12:10;377375
NULL;21/11/2023;07:13:00;377382
NULL;21/11/2023;07:13:03;377383
NULL;21/11/2023;07:13:07;377384
NULL;21/11/2023;07:13:12;377385
NULL;21/11/2023;07:43:08;377395
NULL;21/11/2023;07:53:49;377403
NULL;21/11/2023;07:53:50;377404
NULL;21/11/2023;07:53:53;377405
NULL;21/11/2023;15:43:25;377487
NULL;21/11/2023;16:42:59;377600
NULL;21/11/2023;17:05:04;377614
NULL;21/11/2023;17:05:09;377615
NULL;21/11/2023;17:05:11;377616
NULL;21/11/2023;17:58:42;377636
NULL;21/11/2023;19:11:00;377649
T00009;21/11/2023;05:31:08;377161
T00009;21/11/2023;16:42:40;377598
