T00009;15/05/2025;16:38:09
T00075;15/05/2025;16:47:24
T00183;15/05/2025;15:58:11
T00222;15/05/2025;17:03:35
T00252;15/05/2025;17:36:26
T00253;15/05/2025;15:47:10
T00390;15/05/2025;16:52:22
T00391;15/05/2025;16:07:18
T00452;15/05/2025;15:48:54
T00468;15/05/2025;08:10:12
T00478;15/05/2025;15:48:25
T00484;15/05/2025;17:15:50
T00486;15/05/2025;16:29:04
T00487;15/05/2025;12:44:30
T00501;15/05/2025;15:48:58
T00508;15/05/2025;15:47:58
T00508;15/05/2025;15:48:41
T00532;15/05/2025;14:48:20
T00534;15/05/2025;15:04:46
T00557;15/05/2025;15:50:58
T00590;15/05/2025;15:48:31
T00597;15/05/2025;15:46:55
T00602;15/05/2025;08:27:20
T00649;15/05/2025;15:46:57
T00698;15/05/2025;08:13:34
T00709;15/05/2025;16:53:45
T00723;15/05/2025;15:48:49
T00727;15/05/2025;16:21:33
T00729;15/05/2025;16:29:32
T00787;15/05/2025;15:49:14
T00797;15/05/2025;09:33:56
T00822;15/05/2025;15:51:34
T00823;15/05/2025;15:51:40
T00846;15/05/2025;08:10:31
T00851;15/05/2025;15:50:14
T00864;15/05/2025;15:48:27
T00867;15/05/2025;15:51:32
T00868;15/05/2025;15:47:25
T00869;15/05/2025;15:47:54
T00870;15/05/2025;08:10:35
T00883;15/05/2025;08:27:34
T00888;15/05/2025;08:11:29
T00895;15/05/2025;08:27:22
T00898;15/05/2025;15:47:22
T00904;15/05/2025;15:51:28
T00907;15/05/2025;08:27:42
T00947;15/05/2025;15:47:17
T00976;15/05/2025;15:55:00
T00976;15/05/2025;15:55:05
T00978;15/05/2025;15:49:57
T01057;15/05/2025;13:07:41
T01089;15/05/2025;16:55:39
T01090;15/05/2025;16:54:57
T01093;15/05/2025;17:03:57
T01120;15/05/2025;15:51:26
T01135;15/05/2025;15:53:35
T01155;15/05/2025;15:48:51
T01158;15/05/2025;15:20:27
T01196;15/05/2025;05:31:52
T01231;15/05/2025;15:49:42
T01386;15/05/2025;15:05:08
T01411;15/05/2025;16:00:17
T01412;15/05/2025;17:04:59
T01413;15/05/2025;15:59:55
T01413;15/05/2025;16:01:27
T01196;16/05/2025;05:38:00
