 T01057;02/10/2023;08:14:47;356842
 T01057;02/10/2023;16:58:26;357073
T00009;02/10/2023;05:35:40;356605
T00009;02/10/2023;16:19:55;357055
T00009;02/10/2023;16:20:01;357058
T00054;02/10/2023;08:22:55;356848
T00054;02/10/2023;15:24:00;356912
T00075;02/10/2023;06:59:25;356803
T00075;02/10/2023;16:05:02;357032
T00147;02/10/2023;07:49:39;356827
T00147;02/10/2023;16:31:21;357064
T00172;02/10/2023;06:41:20;356749
T00172;02/10/2023;17:10:11;357089
T00183;02/10/2023;06:08:29;356617
T00183;02/10/2023;16:04:04;357029
T00222;02/10/2023;07:35:46;356821
T00222;02/10/2023;16:32:38;357067
T00252;02/10/2023;08:13:35;356839
T00252;02/10/2023;17:05:30;357083
T00253;02/10/2023;06:59:19;356801
T00253;02/10/2023;16:02:00;357026
T00266;02/10/2023;06:25:15;356653
T00266;02/10/2023;15:43:53;356968
T00386;02/10/2023;06:04:09;356614
T00386;02/10/2023;15:13:15;356906
T00390;02/10/2023;06:45:40;356785
T00390;02/10/2023;16:12:24;357045
T00391;02/10/2023;07:43:29;356824
T00391;02/10/2023;16:43:47;357070
T00452;02/10/2023;06:31:11;356693
T00452;02/10/2023;15:26:49;356930
T00455;02/10/2023;07:04:51;356812
T00455;02/10/2023;15:44:28;356980
T00468;02/10/2023;06:25:00;356649
T00468;02/10/2023;15:43:17;356953
T00470;02/10/2023;06:38:28;356721
T00470;02/10/2023;14:32:21;356896
T00470;02/10/2023;14:32:23;356897
T00478;02/10/2023;06:30:45;356686
T00478;02/10/2023;15:45:14;357001
T00484;02/10/2023;06:57:46;356798
T00484;02/10/2023;16:11:25;357042
T00486;02/10/2023;07:31:38;356818
T00486;02/10/2023;16:24:48;357061
T00487;02/10/2023;06:45:11;356779
T00487;02/10/2023;15:44:05;356972
T00492;02/10/2023;06:28:15;356676
T00492;02/10/2023;15:45:52;357004
T00501;02/10/2023;06:30:50;356688
T00501;02/10/2023;15:44:37;356984
T00508;02/10/2023;06:31:09;356692
T00508;02/10/2023;15:42:57;356944
T00529;02/10/2023;06:19:40;356627
T00529;02/10/2023;15:43:58;356970
T00532;02/10/2023;06:45:08;356778
T00532;02/10/2023;15:44:54;356992
T00534;02/10/2023;06:42:12;356757
T00534;02/10/2023;12:16:32;356890
T00540;02/10/2023;06:37:56;356718
T00540;02/10/2023;15:45:04;356996
T00546;02/10/2023;06:42:24;356762
T00546;02/10/2023;15:43:04;356948
T00552;02/10/2023;17:36:22;357092
T00557;02/10/2023;05:57:22;356608
T00557;02/10/2023;15:46:32;357010
T00559;02/10/2023;06:42:22;356761
T00559;02/10/2023;15:43:06;356949
T00561;02/10/2023;06:21:48;356635
