T00009;21/09/2023;05:52:01
T00009;21/09/2023;16:56:54
T00075;21/09/2023;07:04:54
T00075;21/09/2023;16:38:45
T00147;21/09/2023;07:18:29
T00147;21/09/2023;17:55:15
T00172;21/09/2023;06:32:32
T00172;21/09/2023;16:38:11
T00172;21/09/2023;16:38:12
T00183;21/09/2023;06:05:43
T00183;21/09/2023;16:24:29
T00222;21/09/2023;07:51:39
T00222;21/09/2023;18:08:22
T00252;21/09/2023;08:15:59
T00253;21/09/2023;06:52:57
T00253;21/09/2023;16:07:41
T00266;21/09/2023;06:22:09
T00266;21/09/2023;15:44:44
T00386;21/09/2023;06:00:19
T00386;21/09/2023;14:49:15
T00390;21/09/2023;06:25:48
T00390;21/09/2023;16:24:04
T00391;21/09/2023;07:31:38
T00391;21/09/2023;16:24:20
T00452;21/09/2023;06:48:57
T00452;21/09/2023;15:49:18
T00455;21/09/2023;06:46:39
T00455;21/09/2023;15:43:56
T00468;21/09/2023;06:35:06
T00468;21/09/2023;15:43:54
T00470;21/09/2023;06:33:12
T00470;21/09/2023;14:34:31
T00478;21/09/2023;06:29:16
T00478;21/09/2023;15:46:36
T00484;21/09/2023;07:16:11
T00484;21/09/2023;16:55:12
T00487;21/09/2023;06:32:15
T00487;21/09/2023;15:46:13
T00492;21/09/2023;06:39:03
T00492;21/09/2023;15:49:42
T00497;21/09/2023;07:06:23
T00497;21/09/2023;16:31:51
T00501;21/09/2023;06:25:17
T00501;21/09/2023;15:45:50
T00508;21/09/2023;06:48:59
T00508;21/09/2023;15:49:23
T00529;21/09/2023;06:27:08
T00529;21/09/2023;15:45:28
T00532;21/09/2023;06:32:11
T00532;21/09/2023;15:46:11
T00534;21/09/2023;06:40:59
T00534;21/09/2023;15:49:13
T00540;21/09/2023;06:33:46
T00540;21/09/2023;15:52:01
T00552;21/09/2023;05:28:17
T00552;21/09/2023;17:19:39
T00557;21/09/2023;05:53:47
T00557;21/09/2023;15:47:42
T00559;21/09/2023;06:41:29
T00559;21/09/2023;15:43:21
T00561;21/09/2023;06:32:00
T00561;21/09/2023;15:45:39
T00567;21/09/2023;07:00:05
T00567;21/09/2023;15:44:49
T00590;21/09/2023;06:41:07
T00590;21/09/2023;15:44:58
T00596;21/09/2023;06:38:23
T00596;21/09/2023;14:33:10
T00597;21/09/2023;06:29:43
T00597;21/09/2023;15:44:52
T00602;21/09/2023;06:40:53
T00602;21/09/2023;15:45:06
T00606;21/09/2023;06:42:44
T00606;21/09/2023;06:42:45
T00606;21/09/2023;15:44:47
T00613;21/09/2023;06:34:03
T00613;21/09/2023;15:45:18
T00615;21/09/2023;06:38:09
T00615;21/09/2023;16:01:41
T00628;21/09/2023;06:25:10
T00628;21/09/2023;15:45:04
T00630;21/09/2023;06:22:02
T00630;21/09/2023;15:43:09
T00641;21/09/2023;06:31:49
T00641;21/09/2023;06:31:51
T00641;21/09/2023;15:45:36
T00647;21/09/2023;06:17:04
T00647;21/09/2023;15:45:12
T00649;21/09/2023;06:11:11
T00649;21/09/2023;15:47:08
T00653;21/09/2023;06:38:32
T00653;21/09/2023;15:43:01
T00655;21/09/2023;06:33:30
T00655;21/09/2023;15:44:12
T00674;21/09/2023;06:37:10
T00674;21/09/2023;14:33:16
T00698;21/09/2023;06:30:29
T00698;21/09/2023;15:45:57
T00699;21/09/2023;06:45:57
T00699;21/09/2023;15:44:32
T00709;21/09/2023;05:49:05
T00709;21/09/2023;15:54:48
T00722;21/09/2023;06:38:27
T00722;21/09/2023;15:46:47
T00723;21/09/2023;06:31:01
T00723;21/09/2023;15:43:28
T00727;21/09/2023;08:02:37
T00727;21/09/2023;15:54:41
T00729;21/09/2023;07:29:21
T00729;21/09/2023;16:11:26
T00730;21/09/2023;06:33:49
T00730;21/09/2023;15:43:38
T00766;21/09/2023;06:30:57
T00766;21/09/2023;15:43:32
T00777;21/09/2023;06:42:32
T00777;21/09/2023;15:42:29
T00779;21/09/2023;06:29:39
T00779;21/09/2023;15:47:19
T00785;21/09/2023;06:37:44
T00785;21/09/2023;16:04:52
T00787;21/09/2023;06:40:56
T00787;21/09/2023;15:49:39
T00797;21/09/2023;06:34:00
T00797;21/09/2023;15:45:20
T00802;21/09/2023;06:36:11
T00802;21/09/2023;15:48:17
T00802;21/09/2023;15:48:18
T00805;21/09/2023;06:29:23
T00805;21/09/2023;16:55:07
T00808;21/09/2023;06:34:43
T00808;21/09/2023;15:45:10
T00822;21/09/2023;06:34:57
T00822;21/09/2023;15:46:53
T00823;21/09/2023;06:34:59
T00823;21/09/2023;15:46:52
T00831;21/09/2023;06:44:25
T00831;21/09/2023;16:04:47
T00846;21/09/2023;06:32:46
T00846;21/09/2023;15:44:01
T00848;21/09/2023;05:18:24
T00848;21/09/2023;17:40:03
T00849;21/09/2023;06:40:44
T00849;21/09/2023;15:47:02
T00851;21/09/2023;06:35:52
T00851;21/09/2023;15:43:47
T00854;21/09/2023;06:43:24
T00854;21/09/2023;15:46:07
T00864;21/09/2023;06:27:56
T00864;21/09/2023;15:43:34
T00867;21/09/2023;06:25:20
T00867;21/09/2023;15:46:23
T00868;21/09/2023;06:46:41
T00868;21/09/2023;15:43:44
T00869;21/09/2023;06:29:04
T00869;21/09/2023;15:44:08
T00869;21/09/2023;15:44:10
T00870;21/09/2023;06:24:16
T00870;21/09/2023;15:46:16
T00876;21/09/2023;06:39:40
T00876;21/09/2023;15:45:42
T00881;21/09/2023;06:43:35
T00881;21/09/2023;15:46:29
T00883;21/09/2023;06:41:18
T00883;21/09/2023;15:47:36
T00884;21/09/2023;06:42:02
T00884;21/09/2023;15:46:59
T00885;21/09/2023;05:11:20
T00885;21/09/2023;17:40:42
T00889;21/09/2023;06:25:51
T00889;21/09/2023;06:25:58
T00893;21/09/2023;06:37:18
T00893;21/09/2023;15:47:21
T00898;21/09/2023;06:22:00
T00898;21/09/2023;15:44:03
T00904;21/09/2023;06:19:34
T00904;21/09/2023;15:45:22
T00905;21/09/2023;06:29:31
T00905;21/09/2023;11:59:56
T00907;21/09/2023;06:32:02
T00907;21/09/2023;15:46:21
T00912;21/09/2023;06:08:34
T00912;21/09/2023;15:44:17
T00916;21/09/2023;06:35:26
T00916;21/09/2023;15:43:42
T00918;21/09/2023;06:08:41
T00918;21/09/2023;15:44:20
T00919;21/09/2023;06:35:58
T00919;21/09/2023;15:43:49
T00922;21/09/2023;08:39:25
T00922;21/09/2023;18:04:00
T00927;21/09/2023;06:26:54
T00927;21/09/2023;15:45:01
T00928;21/09/2023;06:40:22
T00928;21/09/2023;15:45:47
T00930;21/09/2023;06:27:36
T00930;21/09/2023;15:46:41
T00931;21/09/2023;06:41:21
T00931;21/09/2023;15:46:18
T00936;21/09/2023;06:42:59
T00936;21/09/2023;15:46:26
T00944;21/09/2023;06:40:17
T00944;21/09/2023;14:31:11
T00963;21/09/2023;06:30:32
T00963;21/09/2023;15:43:40
T00966;21/09/2023;06:15:33
T00966;21/09/2023;15:43:16
T00972;21/09/2023;06:41:58
T00972;21/09/2023;15:46:45
T00976;21/09/2023;06:40:14
T00976;21/09/2023;15:46:32
T01012;21/09/2023;06:54:21
T01012;21/09/2023;16:00:18
T01015;21/09/2023;06:29:02
T01015;21/09/2023;15:43:19
T01019;21/09/2023;06:15:40
T01019;21/09/2023;15:43:10
T01024;21/09/2023;06:33:41
T01024;21/09/2023;15:46:02
T01029;21/09/2023;06:43:19
T01029;21/09/2023;15:44:54
T01032;21/09/2023;06:39:56
T01032;21/09/2023;15:46:05
T01034;21/09/2023;06:37:48
T01034;21/09/2023;15:45:59
T01035;21/09/2023;06:37:50
T01035;21/09/2023;06:37:51
T01035;21/09/2023;15:44:15
T01047;21/09/2023;06:38:06
T01047;21/09/2023;15:45:25
T01051;21/09/2023;10:07:56
T01051;21/09/2023;15:44:23
T01089;21/09/2023;08:11:31
T01089;21/09/2023;17:55:08
T01090;21/09/2023;06:58:27
T01090;21/09/2023;16:09:54
T01091;21/09/2023;07:38:48
T01091;21/09/2023;17:34:54
T01092;22/09/2023;18:34:54
