 T01057;21/11/2023;07:53:57;377407
 T01057;21/11/2023;17:05:14;377618
NULL;21/11/2023;06:08:48;377179
NULL;21/11/2023;06:25:42;377211
NULL;21/11/2023;06:26:57;377219
NULL;21/11/2023;06:32:20;377253
NULL;21/11/2023;06:40:25;377306
NULL;21/11/2023;06:48:33;377356
NULL;21/11/2023;07:12:10;377375
NULL;21/11/2023;07:13:00;377382
NULL;21/11/2023;07:13:03;377383
NULL;21/11/2023;07:13:07;377384
NULL;21/11/2023;07:13:12;377385
NULL;21/11/2023;07:43:08;377395
NULL;21/11/2023;07:53:49;377403
NULL;21/11/2023;07:53:50;377404
NULL;21/11/2023;07:53:53;377405
NULL;21/11/2023;15:43:25;377487
NULL;21/11/2023;16:42:59;377600
NULL;21/11/2023;17:05:04;377614
NULL;21/11/2023;17:05:09;377615
NULL;21/11/2023;17:05:11;377616
NULL;21/11/2023;17:58:42;377636
NULL;21/11/2023;19:11:00;377649
T00009;21/11/2023;05:31:08;377161
T00009;21/11/2023;16:42:40;377598
T00054;21/11/2023;08:38:53;377422
T00054;21/11/2023;15:46:15;377535
T00075;21/11/2023;07:13:18;377387
T00075;21/11/2023;16:43:04;377602
T00147;21/11/2023;07:32:45;377393
T00147;21/11/2023;19:11:03;377651
T00172;21/11/2023;06:39:45;377301
T00172;21/11/2023;17:14:57;377621
T00183;21/11/2023;05:36:00;377165
T00183;21/11/2023;17:44:52;377631
T00222;21/11/2023;07:43:10;377397
T00222;21/11/2023;17:58:44;377638
T00252;21/11/2023;08:07:54;377416
T00252;21/11/2023;17:57:50;377634
T00253;21/11/2023;06:55:56;377367
T00253;21/11/2023;15:58:57;377566
T00386;21/11/2023;06:01:01;377177
T00386;21/11/2023;15:12:17;377446
T00390;21/11/2023;05:50:02;377171
T00390;21/11/2023;16:25:14;377586
T00391;21/11/2023;07:55:42;377410
T00391;21/11/2023;16:40:59;377595
T00452;21/11/2023;06:29:32;377238
T00452;21/11/2023;15:49:52;377560
T00455;21/11/2023;07:15:34;377390
T00468;21/11/2023;06:27:04;377222
T00468;21/11/2023;15:41:57;377455
T00478;21/11/2023;06:37:25;377288
T00478;21/11/2023;15:45:00;377520
T00484;21/11/2023;07:12:14;377377
T00484;21/11/2023;16:44:14;377608
T00486;21/11/2023;07:12:53;377380
T00486;21/11/2023;16:28:03;377589
T00487;21/11/2023;06:49:04;377361
T00487;21/11/2023;16:12:26;377574
T00492;21/11/2023;06:25:47;377214
T00492;21/11/2023;15:45:45;377532
T00497;21/11/2023;07:11:16;377373
T00497;21/11/2023;16:34:43;377592
T00501;21/11/2023;06:23:40;377199
T00501;21/11/2023;15:43:43;377494
T00508;21/11/2023;06:29:31;377237
T00508;21/11/2023;16:12:21;377573
T00529;21/11/2023;06:25:33;377209
T00529;21/11/2023;15:43:15;377484
T00532;21/11/2023;06:42:23;377333
T00532;21/11/2023;15:44:49;377517
T00534;21/11/2023;06:42:14;377329
T00534;21/11/2023;15:49:34;377554
T00539;21/11/2023;06:36:41;377282
T00539;21/11/2023;15:41:44;377449
T00540;21/11/2023;06:38:10;377292
T00540;21/11/2023;15:45:29;377526
T00546;21/11/2023;06:46:36;377353
T00546;21/11/2023;15:42:09;377460
T00552;21/11/2023;05:57:51;377174
T00552;21/11/2023;17:18:24;377625
T00557;21/11/2023;05:41:20;377168
T00557;21/11/2023;15:45:35;377528
T00559;21/11/2023;06:46:41;377354
T00559;21/11/2023;15:41:53;377454
T00561;21/11/2023;06:32:33;377259
T00561;21/11/2023;15:42:40;377470
T00567;21/11/2023;06:41:52;377324
T00567;21/11/2023;15:43:26;377489
T00590;21/11/2023;06:41:54;377325
T00590;21/11/2023;15:43:02;377478
T00596;21/11/2023;06:32:24;377255
T00596;21/11/2023;14:33:37;377440
T00597;21/11/2023;06:30:49;377243
T00597;21/11/2023;15:43:18;377485
T00602;21/11/2023;06:40:27;377308
T00602;21/11/2023;15:42:36;377469
T00606;21/11/2023;06:43:24;377347
T00606;21/11/2023;15:44:01;377501
T00615;21/11/2023;06:37:29;377289
T00615;21/11/2023;15:44:13;377506
T00628;21/11/2023;06:13:15;377184
T00628;21/11/2023;15:42:30;377466
T00630;21/11/2023;06:23:43;377200
T00630;21/11/2023;15:41:50;377453
T00641;21/11/2023;06:35:48;377278
T00641;21/11/2023;15:43:10;377482
T00647;21/11/2023;06:13:57;377187
T00647;21/11/2023;15:44:07;377504
T00649;21/11/2023;06:08:52;377181
T00649;21/11/2023;15:43:55;377499
T00653;21/11/2023;06:41:16;377316
T00653;21/11/2023;15:42:02;377457
T00655;21/11/2023;06:27:26;377228
T00655;21/11/2023;15:41:49;377452
T00674;21/11/2023;06:30:41;377241
T00674;21/11/2023;14:34:07;377443
T00709;21/11/2023;16:20:27;377583
T00721;21/11/2023;06:46:12;377350
T00722;21/11/2023;06:39:51;377304
T00722;21/11/2023;15:43:41;377493
T00723;21/11/2023;06:41:59;377326
T00723;21/11/2023;15:42:18;377463
T00727;21/11/2023;07:58:29;377413
T00727;21/11/2023;15:53:38;377563
T00729;21/11/2023;06:48:36;377358
T00729;21/11/2023;16:15:35;377580
T00730;21/11/2023;06:35:29;377275
T00730;21/11/2023;15:42:15;377462
T00733;21/11/2023;06:36:48;377285
T00733;21/11/2023;15:42:05;377458
T00766;21/11/2023;06:34:13;377272
T00766;21/11/2023;15:42:27;377465
T00777;21/11/2023;06:54:50;377364
T00777;21/11/2023;15:48:29;377551
T00779;21/11/2023;06:27:14;377225
T00779;21/11/2023;15:43:12;377483
T00784;21/11/2023;06:41:13;377315
T00784;21/11/2023;17:15:01;377622
T00785;21/11/2023;06:22:07;377193
T00785;21/11/2023;15:47:45;377548
T00787;21/11/2023;06:42:16;377330
T00787;21/11/2023;15:49:47;377557
T00797;21/11/2023;06:26:52;377217
T00797;21/11/2023;15:43:30;377490
T00802;21/11/2023;06:41:49;377323
T00802;21/11/2023;15:43:58;377500
T00805;21/11/2023;06:22:13;377196
T00805;21/11/2023;16:43:59;377605
T00808;21/11/2023;06:39:18;377295
T00808;21/11/2023;15:43:52;377498
T00822;21/11/2023;06:41:03;377312
T00822;21/11/2023;15:45:33;377527
T00823;21/11/2023;06:41:01;377311
T00823;21/11/2023;15:46:20;377536
T00832;21/11/2023;06:42:28;377334
T00832;21/11/2023;15:47:35;377545
T00846;21/11/2023;06:41:41;377320
T00846;21/11/2023;15:42:22;377464
T00851;21/11/2023;06:30:45;377242
T00851;21/11/2023;15:42:46;377473
T00854;21/11/2023;06:29:17;377231
T00854;21/11/2023;15:42:55;377476
T00861;21/11/2023;06:31:55;377251
T00861;21/11/2023;15:44:27;377509
T00867;21/11/2023;06:23:55;377203
T00867;21/11/2023;06:24:31;377206
T00867;21/11/2023;15:44:39;377513
T00870;21/11/2023;06:31:32;377247
T00870;21/11/2023;15:43:00;377477
T00876;21/11/2023;06:31:29;377246
